"Label","Baldwin County, Alabama!!Total!!Estimate","Baldwin County, Alabama!!Total!!Margin of Error","Baldwin County, Alabama!!Below poverty level!!Estimate","Baldwin County, Alabama!!Below poverty level!!Margin of Error","Baldwin County, Alabama!!Percent below poverty level!!Estimate","Baldwin County, Alabama!!Percent below poverty level!!Margin of Error","Calhoun County, Alabama!!Total!!Estimate","Calhoun County, Alabama!!Total!!Margin of Error","Calhoun County, Alabama!!Below poverty level!!Estimate","Calhoun County, Alabama!!Below poverty level!!Margin of Error","Calhoun County, Alabama!!Percent below poverty level!!Estimate","Calhoun County, Alabama!!Percent below poverty level!!Margin of Error","Cullman County, Alabama!!Total!!Estimate","Cullman County, Alabama!!Total!!Margin of Error","Cullman County, Alabama!!Below poverty level!!Estimate","Cullman County, Alabama!!Below poverty level!!Margin of Error","Cullman County, Alabama!!Percent below poverty level!!Estimate","Cullman County, Alabama!!Percent below poverty level!!Margin of Error","DeKalb County, Alabama!!Total!!Estimate","DeKalb County, Alabama!!Total!!Margin of Error","DeKalb County, Alabama!!Below poverty level!!Estimate","DeKalb County, Alabama!!Below poverty level!!Margin of Error","DeKalb County, Alabama!!Percent below poverty level!!Estimate","DeKalb County, Alabama!!Percent below poverty level!!Margin of Error","Elmore County, Alabama!!Total!!Estimate","Elmore County, Alabama!!Total!!Margin of Error","Elmore County, Alabama!!Below poverty level!!Estimate","Elmore County, Alabama!!Below poverty level!!Margin of Error","Elmore County, Alabama!!Percent below poverty level!!Estimate","Elmore County, Alabama!!Percent below poverty level!!Margin of Error","Etowah County, Alabama!!Total!!Estimate","Etowah County, Alabama!!Total!!Margin of Error","Etowah County, Alabama!!Below poverty level!!Estimate","Etowah County, Alabama!!Below poverty level!!Margin of Error","Etowah County, Alabama!!Percent below poverty level!!Estimate","Etowah County, Alabama!!Percent below poverty level!!Margin of Error","Houston County, Alabama!!Total!!Estimate","Houston County, Alabama!!Total!!Margin of Error","Houston County, Alabama!!Below poverty level!!Estimate","Houston County, Alabama!!Below poverty level!!Margin of Error","Houston County, Alabama!!Percent below poverty level!!Estimate","Houston County, Alabama!!Percent below poverty level!!Margin of Error","Jefferson County, Alabama!!Total!!Estimate","Jefferson County, Alabama!!Total!!Margin of Error","Jefferson County, Alabama!!Below poverty level!!Estimate","Jefferson County, Alabama!!Below poverty level!!Margin of Error","Jefferson County, Alabama!!Percent below poverty level!!Estimate","Jefferson County, Alabama!!Percent below poverty level!!Margin of Error","Lauderdale County, Alabama!!Total!!Estimate","Lauderdale County, Alabama!!Total!!Margin of Error","Lauderdale County, Alabama!!Below poverty level!!Estimate","Lauderdale County, Alabama!!Below poverty level!!Margin of Error","Lauderdale County, Alabama!!Percent below poverty level!!Estimate","Lauderdale County, Alabama!!Percent below poverty level!!Margin of Error","Lee County, Alabama!!Total!!Estimate","Lee County, Alabama!!Total!!Margin of Error","Lee County, Alabama!!Below poverty level!!Estimate","Lee County, Alabama!!Below poverty level!!Margin of Error","Lee County, Alabama!!Percent below poverty level!!Estimate","Lee County, Alabama!!Percent below poverty level!!Margin of Error","Limestone County, Alabama!!Total!!Estimate","Limestone County, Alabama!!Total!!Margin of Error","Limestone County, Alabama!!Below poverty level!!Estimate","Limestone County, Alabama!!Below poverty level!!Margin of Error","Limestone County, Alabama!!Percent below poverty level!!Estimate","Limestone County, Alabama!!Percent below poverty level!!Margin of Error","Madison County, Alabama!!Total!!Estimate","Madison County, Alabama!!Total!!Margin of Error","Madison County, Alabama!!Below poverty level!!Estimate","Madison County, Alabama!!Below poverty level!!Margin of Error","Madison County, Alabama!!Percent below poverty level!!Estimate","Madison County, Alabama!!Percent below poverty level!!Margin of Error","Marshall County, Alabama!!Total!!Estimate","Marshall County, Alabama!!Total!!Margin of Error","Marshall County, Alabama!!Below poverty level!!Estimate","Marshall County, Alabama!!Below poverty level!!Margin of Error","Marshall County, Alabama!!Percent below poverty level!!Estimate","Marshall County, Alabama!!Percent below poverty level!!Margin of Error","Mobile County, Alabama!!Total!!Estimate","Mobile County, Alabama!!Total!!Margin of Error","Mobile County, Alabama!!Below poverty level!!Estimate","Mobile County, Alabama!!Below poverty level!!Margin of Error","Mobile County, Alabama!!Percent below poverty level!!Estimate","Mobile County, Alabama!!Percent below poverty level!!Margin of Error","Montgomery County, Alabama!!Total!!Estimate","Montgomery County, Alabama!!Total!!Margin of Error","Montgomery County, Alabama!!Below poverty level!!Estimate","Montgomery County, Alabama!!Below poverty level!!Margin of Error","Montgomery County, Alabama!!Percent below poverty level!!Estimate","Montgomery County, Alabama!!Percent below poverty level!!Margin of Error","Morgan County, Alabama!!Total!!Estimate","Morgan County, Alabama!!Total!!Margin of Error","Morgan County, Alabama!!Below poverty level!!Estimate","Morgan County, Alabama!!Below poverty level!!Margin of Error","Morgan County, Alabama!!Percent below poverty level!!Estimate","Morgan County, Alabama!!Percent below poverty level!!Margin of Error","St. Clair County, Alabama!!Total!!Estimate","St. Clair County, Alabama!!Total!!Margin of Error","St. Clair County, Alabama!!Below poverty level!!Estimate","St. Clair County, Alabama!!Below poverty level!!Margin of Error","St. Clair County, Alabama!!Percent below poverty level!!Estimate","St. Clair County, Alabama!!Percent below poverty level!!Margin of Error","Shelby County, Alabama!!Total!!Estimate","Shelby County, Alabama!!Total!!Margin of Error","Shelby County, Alabama!!Below poverty level!!Estimate","Shelby County, Alabama!!Below poverty level!!Margin of Error","Shelby County, Alabama!!Percent below poverty level!!Estimate","Shelby County, Alabama!!Percent below poverty level!!Margin of Error","Talladega County, Alabama!!Total!!Estimate","Talladega County, Alabama!!Total!!Margin of Error","Talladega County, Alabama!!Below poverty level!!Estimate","Talladega County, Alabama!!Below poverty level!!Margin of Error","Talladega County, Alabama!!Percent below poverty level!!Estimate","Talladega County, Alabama!!Percent below poverty level!!Margin of Error","Tuscaloosa County, Alabama!!Total!!Estimate","Tuscaloosa County, Alabama!!Total!!Margin of Error","Tuscaloosa County, Alabama!!Below poverty level!!Estimate","Tuscaloosa County, Alabama!!Below poverty level!!Margin of Error","Tuscaloosa County, Alabama!!Percent below poverty level!!Estimate","Tuscaloosa County, Alabama!!Percent below poverty level!!Margin of Error","Walker County, Alabama!!Total!!Estimate","Walker County, Alabama!!Total!!Margin of Error","Walker County, Alabama!!Below poverty level!!Estimate","Walker County, Alabama!!Below poverty level!!Margin of Error","Walker County, Alabama!!Percent below poverty level!!Estimate","Walker County, Alabama!!Percent below poverty level!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Below poverty level!!Estimate","United States!!Below poverty level!!Margin of Error","United States!!Percent below poverty level!!Estimate","United States!!Percent below poverty level!!Margin of Error"
"UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED","38,010","±4,000","7,038","±1,632","18.5%","±4.1","22,037","±2,765","7,717","±1,902","35.0%","±7.3","13,017","±1,783","3,221","±971","24.7%","±6.2","11,428","±2,107","3,266","±745","28.6%","±5.9","11,246","±2,038","2,050","±890","18.2%","±7.0","19,100","±2,790","6,740","±1,589","35.3%","±6.6","18,783","±1,206","5,284","±771","28.1%","±3.8","132,632","±6,418","38,441","±4,060","29.0%","±2.6","19,656","±2,269","6,931","±1,705","35.3%","±7.0","36,495","±3,694","16,485","±2,532","45.2%","±5.8","13,685","±2,991","4,157","±1,314","30.4%","±8.0","68,558","±4,992","13,935","±2,245","20.3%","±2.9","13,539","±2,390","4,622","±1,096","34.1%","±5.3","76,028","±5,246","23,341","±3,135","30.7%","±3.3","45,601","±4,128","10,845","±1,536","23.8%","±3.4","20,126","±2,502","4,383","±1,011","21.8%","±4.6","9,045","±1,649","1,961","±846","21.7%","±8.5","31,711","±3,401","5,939","±1,453","18.7%","±4.5","14,237","±2,549","4,269","±1,068","30.0%","±6.9","40,268","±4,697","14,542","±3,496","36.1%","±6.3","11,198","±1,693","4,121","±1,137","36.8%","±8.1","63,367,537","±165,049","15,147,496","±85,504","23.9%","±0.1"
"    Male","17,892","±2,988","2,329","±989","13.0%","±5.8","10,656","±1,757","2,503","±1,040","23.5%","±9.0","5,827","±1,293","1,642","±710","28.2%","±9.9","5,354","±1,106","1,349","±499","25.2%","±7.8","5,639","±1,287","686","±422","12.2%","±7.2","7,946","±1,463","2,082","±791","26.2%","±8.8","8,610","±1,045","1,971","±442","22.9%","±5.2","63,307","±3,918","17,385","±2,674","27.5%","±3.4","8,541","±1,304","2,716","±853","31.8%","±8.7","19,239","±2,420","9,264","±1,795","48.2%","±7.4","6,857","±1,820","1,501","±734","21.9%","±9.4","34,469","±3,114","5,966","±1,424","17.3%","±3.6","6,506","±1,384","1,677","±593","25.8%","±7.9","34,986","±3,403","8,813","±1,880","25.2%","±4.5","20,909","±2,607","5,264","±1,197","25.2%","±6.0","9,623","±1,639","1,847","±552","19.2%","±5.8","3,796","±928","1,207","±669","31.8%","±14.7","13,988","±1,951","1,906","±727","13.6%","±5.1","5,971","±1,326","867","±408","14.5%","±7.2","19,939","±3,050","6,657","±2,540","33.4%","±9.7","4,629","±1,013","1,926","±741","41.6%","±11.4","31,102,291","±114,229","6,650,045","±58,989","21.4%","±0.2"
"    Female","20,118","±2,642","4,709","±1,646","23.4%","±6.4","11,381","±1,723","5,214","±1,438","45.8%","±9.2","7,190","±1,318","1,579","±604","22.0%","±7.5","6,074","±1,478","1,917","±650","31.6%","±10.5","5,607","±1,367","1,364","±627","24.3%","±9.6","11,154","±2,026","4,658","±1,260","41.8%","±9.4","10,173","±774","3,313","±589","32.6%","±4.8","69,325","±4,359","21,056","±3,035","30.4%","±3.8","11,115","±1,775","4,215","±1,352","37.9%","±9.9","17,256","±2,365","7,221","±1,916","41.8%","±9.4","6,828","±1,611","2,656","±999","38.9%","±10.7","34,089","±3,144","7,969","±1,830","23.4%","±5.1","7,033","±1,439","2,945","±934","41.9%","±8.3","41,042","±3,384","14,528","±2,432","35.4%","±4.5","24,692","±2,805","5,581","±1,019","22.6%","±3.7","10,503","±1,474","2,536","±802","24.1%","±6.7","5,249","±1,280","754","±388","14.4%","±7.2","17,723","±2,202","4,033","±1,141","22.8%","±5.8","8,266","±1,679","3,402","±1,018","41.2%","±10.2","20,329","±2,985","7,885","±2,093","38.8%","±7.6","6,569","±1,227","2,195","±831","33.4%","±10.4","32,265,246","±88,999","8,497,451","±47,268","26.3%","±0.1"
"    15 years","0","±206","0","±206","-","**","0","±206","0","±206","-","**","0","±206","0","±206","-","**","0","±206","0","±206","-","**","0","±206","0","±206","-","**","0","±206","0","±206","-","**","24","±28","24","±28","100.0%","±100.0","0","±206","0","±206","-","**","23","±41","23","±41","100.0%","±100.0","0","±206","0","±206","-","**","0","±206","0","±206","-","**","129","±163","129","±163","100.0%","±60.6","0","±206","0","±206","-","**","245","±408","245","±408","100.0%","±44.0","0","±206","0","±206","-","**","0","±206","0","±206","-","**","0","±206","0","±206","-","**","16","±27","16","±27","100.0%","±100.0","0","±206","0","±206","-","**","141","±158","141","±158","100.0%","±58.0","0","±206","0","±206","-","**","83,618","±5,420","82,208","±5,378","98.3%","±0.8"
"    16 to 17 years","69","±122","69","±122","100.0%","±82.8","208","±242","208","±242","100.0%","±47.7","149","±167","149","±167","100.0%","±56.4","0","±206","0","±206","-","**","203","±246","203","±246","100.0%","±48.3","0","±206","0","±206","-","**","22","±30","22","±30","100.0%","±100.0","533","±331","533","±331","100.0%","±27.4","30","±54","30","±54","100.0%","±100.0","0","±206","0","±206","-","**","0","±206","0","±206","-","**","212","±278","129","±251","60.8%","±60.8","231","±359","231","±359","100.0%","±45.3","191","±197","191","±197","100.0%","±49.8","0","±206","0","±206","-","**","0","±206","0","±206","-","**","0","±206","0","±206","-","**","88","±133","88","±133","100.0%","±73.4","53","±82","53","±82","100.0%","±94.5","142","±158","142","±158","100.0%","±57.7","26","±45","26","±45","100.0%","±100.0","204,953","±8,533","194,244","±8,321","94.8%","±0.9"
"    18 to 24 years","2,224","±947","1,009","±601","45.4%","±25.0","2,124","±954","1,296","±705","61.0%","±23.5","787","±542","208","±193","26.4%","±30.7","563","±405","185","±191","32.9%","±33.1","861","±621","486","±477","56.4%","±39.0","1,125","±656","576","±446","51.2%","±21.9","1,130","±336","663","±246","58.7%","±14.0","9,841","±2,180","4,938","±1,549","50.2%","±12.7","3,255","±1,149","2,261","±1,021","69.5%","±14.3","12,530","±1,903","10,876","±1,844","86.8%","±7.2","2,185","±1,083","754","±580","34.5%","±18.8","9,261","±1,820","4,562","±1,337","49.3%","±10.7","589","±332","371","±299","63.0%","±28.8","6,232","±1,678","3,716","±1,241","59.6%","±14.3","4,091","±1,649","1,335","±585","32.6%","±15.9","736","±473","309","±278","42.0%","±31.2","563","±579","36","±77","6.4%","±15.7","3,435","±933","1,460","±650","42.5%","±19.7","1,540","±991","596","±410","38.7%","±30.6","9,300","±2,706","6,626","±2,146","71.2%","±10.3","1,052","±402","450","±335","42.8%","±27.9","6,838,105","±61,734","3,197,531","±47,239","46.8%","±0.4"
"    25 to 34 years","6,761","±1,868","1,582","±1,003","23.4%","±13.6","3,420","±1,141","1,110","±723","32.5%","±17.5","1,279","±563","399","±307","31.2%","±20.0","1,077","±514","238","±244","22.1%","±19.3","1,923","±1,281","109","±188","5.7%","±8.7","2,864","±1,595","792","±653","27.7%","±18.4","3,890","±612","707","±298","18.2%","±7.1","30,116","±3,123","5,669","±1,530","18.8%","±4.9","2,970","±1,248","1,041","±881","35.1%","±23.5","6,339","±1,779","1,566","±945","24.7%","±13.9","3,209","±1,581","820","±593","25.6%","±16.8","16,968","±2,629","1,066","±519","6.3%","±3.0","2,349","±1,069","890","±637","37.9%","±17.7","14,199","±2,569","3,484","±1,036","24.5%","±7.1","9,861","±2,120","1,382","±668","14.0%","±6.1","2,904","±831","475","±338","16.4%","±10.4","1,246","±717","354","±356","28.4%","±22.8","5,466","±1,335","1,124","±583","20.6%","±9.7","2,322","±928","808","±553","34.8%","±20.6","8,179","±1,897","1,191","±1,093","14.6%","±11.9","1,468","±642","1,212","±653","82.6%","±18.0","13,454,841","±75,922","2,309,930","±31,903","17.2%","±0.2"
"    35 to 44 years","3,373","±1,484","274","±293","8.1%","±9.5","2,111","±880","850","±611","40.3%","±20.9","1,385","±720","249","±235","18.0%","±17.8","1,000","±576","315","±392","31.5%","±31.7","1,355","±700","320","±359","23.6%","±23.2","1,654","±654","26","±57","1.6%","±3.7","2,932","±601","870","±318","29.7%","±11.0","15,612","±2,329","4,930","±1,487","31.6%","±7.6","2,295","±984","703","±413","30.6%","±19.8","2,595","±1,293","355","±433","13.7%","±15.8","905","±464","240","±249","26.5%","±23.1","8,616","±1,566","1,654","±1,019","19.2%","±10.9","1,184","±597","344","±262","29.1%","±21.8","11,256","±2,376","2,794","±1,263","24.8%","±9.7","5,264","±1,352","878","±470","16.7%","±8.8","2,916","±1,181","478","±329","16.4%","±11.9","1,373","±641","644","±406","46.9%","±26.2","2,751","±1,060","581","±472","21.1%","±16.0","892","±490","75","±105","8.4%","±12.9","4,501","±1,167","1,180","±706","26.2%","±14.7","647","±459","421","±403","65.1%","±32.0","7,718,960","±50,822","1,499,258","±19,931","19.4%","±0.2"
"    45 to 54 years","5,964","±1,999","938","±697","15.7%","±10.1","2,300","±835","892","±514","38.8%","±18.6","2,494","±1,022","819","±498","32.8%","±18.1","1,759","±788","780","±558","44.3%","±23.1","1,414","±639","312","±232","22.1%","±16.6","3,106","±953","950","±598","30.6%","±15.9","2,378","±531","935","±433","39.3%","±12.8","18,066","±2,282","5,548","±1,259","30.7%","±5.8","2,534","±819","915","±560","36.1%","±17.8","4,086","±1,441","893","±708","21.9%","±15.1","1,635","±649","814","±621","49.8%","±26.4","8,304","±1,666","2,293","±846","27.6%","±8.2","1,638","±623","299","±204","18.3%","±11.8","11,107","±1,723","3,987","±1,257","35.9%","±9.0","7,181","±1,224","1,871","±791","26.1%","±10.4","3,199","±1,050","630","±493","19.7%","±13.3","987","±552","451","±367","45.7%","±22.5","4,522","±1,148","767","±493","17.0%","±9.7","2,305","±890","445","±312","19.3%","±14.4","4,542","±1,340","1,659","±739","36.5%","±12.1","1,728","±629","563","±430","32.6%","±17.2","7,978,652","±49,774","1,812,966","±22,813","22.7%","±0.2"
"    55 to 64 years","6,618","±1,669","1,054","±630","15.9%","±8.9","6,208","±1,064","2,585","±856","41.6%","±12.1","2,203","±744","758","±421","34.4%","±16.5","3,069","±1,354","807","±340","26.3%","±11.4","2,264","±712","175","±148","7.7%","±7.1","3,369","±1,009","1,714","±749","50.9%","±14.5","3,356","±528","1,052","±267","31.3%","±6.9","22,892","±2,291","7,493","±1,471","32.7%","±6.0","2,567","±910","554","±466","21.6%","±14.6","5,092","±1,393","2,168","±1,197","42.6%","±17.3","1,933","±739","519","±314","26.8%","±14.3","11,047","±2,083","1,872","±826","16.9%","±6.6","2,818","±766","1,172","±573","41.6%","±14.9","14,030","±1,996","4,710","±1,384","33.6%","±7.5","7,263","±1,397","2,676","±986","36.8%","±10.7","3,738","±1,115","893","±518","23.9%","±11.9","2,165","±931","167","±161","7.7%","±7.4","5,577","±1,324","770","±393","13.8%","±7.5","2,281","±692","775","±382","34.0%","±14.4","4,770","±1,227","1,818","±948","38.1%","±15.0","2,372","±825","855","±389","36.0%","±14.7","10,455,530","±54,536","2,724,824","±29,640","26.1%","±0.3"
"    65 to 74 years","6,553","±1,365","1,132","±620","17.3%","±8.3","3,046","±816","396","±297","13.0%","±9.0","2,211","±632","295","±251","13.3%","±10.2","2,061","±716","575","±351","27.9%","±12.9","1,921","±674","307","±254","16.0%","±12.9","3,476","±754","1,354","±700","39.0%","±15.1","2,589","±426","459","±210","17.7%","±7.8","20,035","±2,250","5,760","±1,351","28.7%","±5.4","3,022","±785","939","±549","31.1%","±15.0","3,770","±1,293","492","±372","13.1%","±9.3","1,875","±738","490","±416","26.1%","±17.5","6,967","±1,625","1,161","±550","16.7%","±6.2","2,051","±632","842","±368","41.1%","±11.9","9,770","±1,467","2,267","±739","23.2%","±6.6","6,198","±1,171","1,526","±606","24.6%","±9.8","2,892","±696","995","±525","34.4%","±14.6","1,509","±634","188","±227","12.5%","±13.9","4,475","±985","322","±216","7.2%","±5.0","2,685","±980","804","±455","29.9%","±14.3","4,735","±967","1,162","±481","24.5%","±8.9","1,672","±657","329","±221","19.7%","±11.4","8,654,115","±44,737","1,756,993","±22,093","20.3%","±0.2"
"    75 years and over","6,448","±1,434","980","±724","15.2%","±10.3","2,620","±665","380","±298","14.5%","±11.4","2,509","±563","344","±257","13.7%","±9.5","1,899","±532","366","±214","19.3%","±11.4","1,305","±556","138","±186","10.6%","±12.6","3,506","±728","1,328","±679","37.9%","±15.7","2,462","±444","552","±178","22.4%","±6.1","15,537","±1,672","3,570","±948","23.0%","±5.8","2,960","±730","465","±347","15.7%","±10.9","2,083","±702","135","±158","6.5%","±7.8","1,943","±556","520","±337","26.8%","±15.7","7,054","±1,226","1,069","±451","15.2%","±6.4","2,679","±567","473","±265","17.7%","±9.5","8,998","±1,249","1,947","±641","21.6%","±6.4","5,743","±1,056","1,177","±547","20.5%","±8.7","3,741","±848","603","±361","16.1%","±9.6","1,202","±522","121","±130","10.1%","±10.4","5,381","±874","811","±518","15.1%","±9.1","2,159","±780","713","±435","33.0%","±17.7","3,958","±1,018","623","±403","15.7%","±9.7","2,233","±558","265","±233","11.9%","±10.2","7,978,763","±37,753","1,569,542","±21,215","19.7%","±0.2"
"    Mean income deficit for unrelated individuals (dollars)","7,654","±1,268","(X)","(X)","(X)","(X)","7,196","±1,104","(X)","(X)","(X)","(X)","7,408","±1,363","(X)","(X)","(X)","(X)","6,378","±1,675","(X)","(X)","(X)","(X)","6,776","±1,288","(X)","(X)","(X)","(X)","5,991","±1,279","(X)","(X)","(X)","(X)","7,289","±745","(X)","(X)","(X)","(X)","6,946","±444","(X)","(X)","(X)","(X)","6,406","±1,001","(X)","(X)","(X)","(X)","8,435","±835","(X)","(X)","(X)","(X)","4,978","±1,165","(X)","(X)","(X)","(X)","7,324","±769","(X)","(X)","(X)","(X)","8,046","±1,025","(X)","(X)","(X)","(X)","7,128","±763","(X)","(X)","(X)","(X)","6,861","±826","(X)","(X)","(X)","(X)","6,611","±1,061","(X)","(X)","(X)","(X)","7,495","±1,370","(X)","(X)","(X)","(X)","8,993","±921","(X)","(X)","(X)","(X)","6,956","±1,143","(X)","(X)","(X)","(X)","8,475","±640","(X)","(X)","(X)","(X)","8,992","±1,045","(X)","(X)","(X)","(X)","7,363","±22","(X)","(X)","(X)","(X)"
"    Worked full-time, year-round in the past 12 months","15,836","±3,210","418","±482","2.6%","±3.1","7,905","±1,924","410","±483","5.2%","±5.9","3,815","±1,076","42","±73","1.1%","±1.9","4,729","±1,453","193","±231","4.1%","±4.7","5,431","±1,534","305","±335","5.6%","±5.8","6,274","±1,630","97","±162","1.5%","±2.5","8,521","±1,011","243","±132","2.9%","±1.6","59,997","±4,532","2,158","±954","3.6%","±1.6","5,704","±1,464","110","±141","1.9%","±2.5","12,579","±2,738","1,825","±1,197","14.5%","±8.9","6,266","±2,106","336","±447","5.4%","±6.5","36,727","±4,016","648","±417","1.8%","±1.1","4,593","±1,088","383","±428","8.3%","±8.7","33,183","±3,105","2,857","±1,208","8.6%","±3.5","23,397","±3,416","826","±470","3.5%","±2.0","8,526","±1,867","241","±195","2.8%","±2.2","3,092","±882","188","±301","6.1%","±9.3","15,209","±2,500","698","±605","4.6%","±4.1","5,102","±1,948","203","±218","4.0%","±4.3","14,696","±2,719","344","±267","2.3%","±1.8","2,858","±872","132","±281","4.6%","±9.4","28,435,494","±110,218","986,970","±18,256","3.5%","±0.1"
"    Worked less than full-time, year-round in the past 12 months","6,963","±1,828","1,657","±850","23.8%","±10.1","5,021","±1,373","2,642","±985","52.6%","±13.0","2,594","±977","638","±368","24.6%","±14.2","1,647","±718","521","±393","31.6%","±17.8","1,631","±741","394","±387","24.2%","±20.0","3,084","±1,102","1,342","±741","43.5%","±15.5","2,532","±534","1,311","±391","51.8%","±10.1","22,738","±3,019","9,940","±1,972","43.7%","±5.9","4,015","±1,055","2,634","±920","65.6%","±11.9","11,062","±2,063","6,613","±1,806","59.8%","±11.2","1,964","±989","1,391","±796","70.8%","±15.2","11,734","±1,634","4,969","±1,192","42.3%","±8.3","2,104","±1,206","982","±630","46.7%","±11.9","11,099","±2,128","3,899","±1,204","35.1%","±7.0","6,314","±1,365","2,125","±765","33.7%","±9.4","3,288","±1,239","722","±422","22.0%","±12.5","1,972","±958","509","±361","25.8%","±20.9","5,365","±1,205","1,865","±718","34.8%","±10.6","1,929","±802","619","±384","32.1%","±16.4","10,689","±3,310","5,991","±2,451","56.0%","±10.5","1,785","±801","892","±707","50.0%","±27.1","12,969,793","±65,338","4,594,315","±42,343","35.4%","±0.3"
"    Did not work","15,211","±2,304","4,963","±1,550","32.6%","±7.5","9,111","±1,645","4,665","±1,400","51.2%","±9.2","6,608","±1,158","2,541","±866","38.5%","±9.9","5,052","±1,088","2,552","±675","50.5%","±9.4","4,184","±1,177","1,351","±661","32.3%","±11.6","9,742","±1,653","5,301","±1,460","54.4%","±9.8","7,730","±897","3,730","±679","48.3%","±5.6","49,897","±3,591","26,343","±2,696","52.8%","±3.6","9,937","±1,612","4,187","±1,187","42.1%","±8.7","12,854","±2,510","8,047","±2,073","62.6%","±9.2","5,455","±1,219","2,430","±893","44.5%","±11.5","20,097","±2,234","8,318","±1,638","41.4%","±6.5","6,842","±1,122","3,257","±811","47.6%","±8.1","31,746","±3,298","16,585","±2,884","52.2%","±5.2","15,890","±2,003","7,894","±1,464","49.7%","±6.5","8,312","±1,332","3,420","±974","41.1%","±8.6","3,981","±976","1,264","±615","31.8%","±11.5","11,137","±1,471","3,376","±944","30.3%","±7.1","7,206","±1,494","3,447","±971","47.8%","±8.5","14,883","±2,444","8,207","±2,055","55.1%","±7.6","6,555","±1,210","3,097","±898","47.2%","±8.8","21,962,250","±91,281","9,566,211","±63,777","43.6%","±0.2"
