"Label","Aiken County, South Carolina!!Total!!Estimate","Aiken County, South Carolina!!Total!!Margin of Error","Aiken County, South Carolina!!Below poverty level!!Estimate","Aiken County, South Carolina!!Below poverty level!!Margin of Error","Aiken County, South Carolina!!Percent below poverty level!!Estimate","Aiken County, South Carolina!!Percent below poverty level!!Margin of Error","Anderson County, South Carolina!!Total!!Estimate","Anderson County, South Carolina!!Total!!Margin of Error","Anderson County, South Carolina!!Below poverty level!!Estimate","Anderson County, South Carolina!!Below poverty level!!Margin of Error","Anderson County, South Carolina!!Percent below poverty level!!Estimate","Anderson County, South Carolina!!Percent below poverty level!!Margin of Error","Beaufort County, South Carolina!!Total!!Estimate","Beaufort County, South Carolina!!Total!!Margin of Error","Beaufort County, South Carolina!!Below poverty level!!Estimate","Beaufort County, South Carolina!!Below poverty level!!Margin of Error","Beaufort County, South Carolina!!Percent below poverty level!!Estimate","Beaufort County, South Carolina!!Percent below poverty level!!Margin of Error","Berkeley County, South Carolina!!Total!!Estimate","Berkeley County, South Carolina!!Total!!Margin of Error","Berkeley County, South Carolina!!Below poverty level!!Estimate","Berkeley County, South Carolina!!Below poverty level!!Margin of Error","Berkeley County, South Carolina!!Percent below poverty level!!Estimate","Berkeley County, South Carolina!!Percent below poverty level!!Margin of Error","Charleston County, South Carolina!!Total!!Estimate","Charleston County, South Carolina!!Total!!Margin of Error","Charleston County, South Carolina!!Below poverty level!!Estimate","Charleston County, South Carolina!!Below poverty level!!Margin of Error","Charleston County, South Carolina!!Percent below poverty level!!Estimate","Charleston County, South Carolina!!Percent below poverty level!!Margin of Error","Darlington County, South Carolina!!Total!!Estimate","Darlington County, South Carolina!!Total!!Margin of Error","Darlington County, South Carolina!!Below poverty level!!Estimate","Darlington County, South Carolina!!Below poverty level!!Margin of Error","Darlington County, South Carolina!!Percent below poverty level!!Estimate","Darlington County, South Carolina!!Percent below poverty level!!Margin of Error","Dorchester County, South Carolina!!Total!!Estimate","Dorchester County, South Carolina!!Total!!Margin of Error","Dorchester County, South Carolina!!Below poverty level!!Estimate","Dorchester County, South Carolina!!Below poverty level!!Margin of Error","Dorchester County, South Carolina!!Percent below poverty level!!Estimate","Dorchester County, South Carolina!!Percent below poverty level!!Margin of Error","Florence County, South Carolina!!Total!!Estimate","Florence County, South Carolina!!Total!!Margin of Error","Florence County, South Carolina!!Below poverty level!!Estimate","Florence County, South Carolina!!Below poverty level!!Margin of Error","Florence County, South Carolina!!Percent below poverty level!!Estimate","Florence County, South Carolina!!Percent below poverty level!!Margin of Error","Greenville County, South Carolina!!Total!!Estimate","Greenville County, South Carolina!!Total!!Margin of Error","Greenville County, South Carolina!!Below poverty level!!Estimate","Greenville County, South Carolina!!Below poverty level!!Margin of Error","Greenville County, South Carolina!!Percent below poverty level!!Estimate","Greenville County, South Carolina!!Percent below poverty level!!Margin of Error","Greenwood County, South Carolina!!Total!!Estimate","Greenwood County, South Carolina!!Total!!Margin of Error","Greenwood County, South Carolina!!Below poverty level!!Estimate","Greenwood County, South Carolina!!Below poverty level!!Margin of Error","Greenwood County, South Carolina!!Percent below poverty level!!Estimate","Greenwood County, South Carolina!!Percent below poverty level!!Margin of Error","Horry County, South Carolina!!Total!!Estimate","Horry County, South Carolina!!Total!!Margin of Error","Horry County, South Carolina!!Below poverty level!!Estimate","Horry County, South Carolina!!Below poverty level!!Margin of Error","Horry County, South Carolina!!Percent below poverty level!!Estimate","Horry County, South Carolina!!Percent below poverty level!!Margin of Error","Kershaw County, South Carolina!!Total!!Estimate","Kershaw County, South Carolina!!Total!!Margin of Error","Kershaw County, South Carolina!!Below poverty level!!Estimate","Kershaw County, South Carolina!!Below poverty level!!Margin of Error","Kershaw County, South Carolina!!Percent below poverty level!!Estimate","Kershaw County, South Carolina!!Percent below poverty level!!Margin of Error","Lancaster County, South Carolina!!Total!!Estimate","Lancaster County, South Carolina!!Total!!Margin of Error","Lancaster County, South Carolina!!Below poverty level!!Estimate","Lancaster County, South Carolina!!Below poverty level!!Margin of Error","Lancaster County, South Carolina!!Percent below poverty level!!Estimate","Lancaster County, South Carolina!!Percent below poverty level!!Margin of Error","Laurens County, South Carolina!!Total!!Estimate","Laurens County, South Carolina!!Total!!Margin of Error","Laurens County, South Carolina!!Below poverty level!!Estimate","Laurens County, South Carolina!!Below poverty level!!Margin of Error","Laurens County, South Carolina!!Percent below poverty level!!Estimate","Laurens County, South Carolina!!Percent below poverty level!!Margin of Error","Lexington County, South Carolina!!Total!!Estimate","Lexington County, South Carolina!!Total!!Margin of Error","Lexington County, South Carolina!!Below poverty level!!Estimate","Lexington County, South Carolina!!Below poverty level!!Margin of Error","Lexington County, South Carolina!!Percent below poverty level!!Estimate","Lexington County, South Carolina!!Percent below poverty level!!Margin of Error","Oconee County, South Carolina!!Total!!Estimate","Oconee County, South Carolina!!Total!!Margin of Error","Oconee County, South Carolina!!Below poverty level!!Estimate","Oconee County, South Carolina!!Below poverty level!!Margin of Error","Oconee County, South Carolina!!Percent below poverty level!!Estimate","Oconee County, South Carolina!!Percent below poverty level!!Margin of Error","Orangeburg County, South Carolina!!Total!!Estimate","Orangeburg County, South Carolina!!Total!!Margin of Error","Orangeburg County, South Carolina!!Below poverty level!!Estimate","Orangeburg County, South Carolina!!Below poverty level!!Margin of Error","Orangeburg County, South Carolina!!Percent below poverty level!!Estimate","Orangeburg County, South Carolina!!Percent below poverty level!!Margin of Error","Pickens County, South Carolina!!Total!!Estimate","Pickens County, South Carolina!!Total!!Margin of Error","Pickens County, South Carolina!!Below poverty level!!Estimate","Pickens County, South Carolina!!Below poverty level!!Margin of Error","Pickens County, South Carolina!!Percent below poverty level!!Estimate","Pickens County, South Carolina!!Percent below poverty level!!Margin of Error","Richland County, South Carolina!!Total!!Estimate","Richland County, South Carolina!!Total!!Margin of Error","Richland County, South Carolina!!Below poverty level!!Estimate","Richland County, South Carolina!!Below poverty level!!Margin of Error","Richland County, South Carolina!!Percent below poverty level!!Estimate","Richland County, South Carolina!!Percent below poverty level!!Margin of Error","Spartanburg County, South Carolina!!Total!!Estimate","Spartanburg County, South Carolina!!Total!!Margin of Error","Spartanburg County, South Carolina!!Below poverty level!!Estimate","Spartanburg County, South Carolina!!Below poverty level!!Margin of Error","Spartanburg County, South Carolina!!Percent below poverty level!!Estimate","Spartanburg County, South Carolina!!Percent below poverty level!!Margin of Error","Sumter County, South Carolina!!Total!!Estimate","Sumter County, South Carolina!!Total!!Margin of Error","Sumter County, South Carolina!!Below poverty level!!Estimate","Sumter County, South Carolina!!Below poverty level!!Margin of Error","Sumter County, South Carolina!!Percent below poverty level!!Estimate","Sumter County, South Carolina!!Percent below poverty level!!Margin of Error","York County, South Carolina!!Total!!Estimate","York County, South Carolina!!Total!!Margin of Error","York County, South Carolina!!Below poverty level!!Estimate","York County, South Carolina!!Below poverty level!!Margin of Error","York County, South Carolina!!Percent below poverty level!!Estimate","York County, South Carolina!!Percent below poverty level!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Below poverty level!!Estimate","United States!!Below poverty level!!Margin of Error","United States!!Percent below poverty level!!Estimate","United States!!Percent below poverty level!!Margin of Error"
"        300 percent of poverty level","90,947","±6,494","(X)","(X)","(X)","(X)","108,189","±5,655","(X)","(X)","(X)","(X)","80,685","±6,060","(X)","(X)","(X)","(X)","97,412","±6,517","(X)","(X)","(X)","(X)","156,516","±9,232","(X)","(X)","(X)","(X)","38,718","±3,342","(X)","(X)","(X)","(X)","62,502","±6,857","(X)","(X)","(X)","(X)","74,583","±4,435","(X)","(X)","(X)","(X)","220,730","±9,819","(X)","(X)","(X)","(X)","43,516","±3,208","(X)","(X)","(X)","(X)","175,660","±8,830","(X)","(X)","(X)","(X)","32,859","±3,595","(X)","(X)","(X)","(X)","42,327","±5,027","(X)","(X)","(X)","(X)","38,508","±3,395","(X)","(X)","(X)","(X)","134,197","±8,062","(X)","(X)","(X)","(X)","39,896","±3,985","(X)","(X)","(X)","(X)","53,599","±3,380","(X)","(X)","(X)","(X)","68,405","±4,135","(X)","(X)","(X)","(X)","196,251","±8,767","(X)","(X)","(X)","(X)","165,424","±8,699","(X)","(X)","(X)","(X)","60,446","±4,443","(X)","(X)","(X)","(X)","105,655","±7,454","(X)","(X)","(X)","(X)","143,196,072","±488,803","(X)","(X)","(X)","(X)"
"        400 percent of poverty level","115,339","±5,901","(X)","(X)","(X)","(X)","137,291","±5,774","(X)","(X)","(X)","(X)","98,148","±5,680","(X)","(X)","(X)","(X)","134,873","±6,266","(X)","(X)","(X)","(X)","207,419","±8,225","(X)","(X)","(X)","(X)","45,109","±2,851","(X)","(X)","(X)","(X)","87,336","±6,805","(X)","(X)","(X)","(X)","95,947","±4,593","(X)","(X)","(X)","(X)","303,878","±8,519","(X)","(X)","(X)","(X)","51,295","±2,598","(X)","(X)","(X)","(X)","231,721","±8,151","(X)","(X)","(X)","(X)","43,032","±3,433","(X)","(X)","(X)","(X)","54,302","±4,965","(X)","(X)","(X)","(X)","46,406","±2,818","(X)","(X)","(X)","(X)","174,740","±7,341","(X)","(X)","(X)","(X)","50,294","±3,410","(X)","(X)","(X)","(X)","65,656","±3,960","(X)","(X)","(X)","(X)","84,645","±3,778","(X)","(X)","(X)","(X)","250,895","±9,850","(X)","(X)","(X)","(X)","212,202","±8,481","(X)","(X)","(X)","(X)","80,002","±3,322","(X)","(X)","(X)","(X)","143,174","±6,864","(X)","(X)","(X)","(X)","187,401,509","±435,812","(X)","(X)","(X)","(X)"
"        500 percent of poverty level","128,925","±5,185","(X)","(X)","(X)","(X)","157,407","±5,233","(X)","(X)","(X)","(X)","118,725","±5,762","(X)","(X)","(X)","(X)","157,683","±6,054","(X)","(X)","(X)","(X)","249,353","±8,466","(X)","(X)","(X)","(X)","49,471","±2,671","(X)","(X)","(X)","(X)","110,880","±6,288","(X)","(X)","(X)","(X)","109,815","±4,257","(X)","(X)","(X)","(X)","361,630","±8,465","(X)","(X)","(X)","(X)","55,966","±2,621","(X)","(X)","(X)","(X)","270,804","±6,216","(X)","(X)","(X)","(X)","49,577","±3,331","(X)","(X)","(X)","(X)","70,059","±5,750","(X)","(X)","(X)","(X)","52,589","±2,399","(X)","(X)","(X)","(X)","209,719","±5,903","(X)","(X)","(X)","(X)","59,080","±2,924","(X)","(X)","(X)","(X)","72,554","±2,281","(X)","(X)","(X)","(X)","98,704","±3,263","(X)","(X)","(X)","(X)","285,882","±8,298","(X)","(X)","(X)","(X)","243,889","±6,941","(X)","(X)","(X)","(X)","88,619","±3,015","(X)","(X)","(X)","(X)","178,017","±7,396","(X)","(X)","(X)","(X)","221,484,622","±368,116","(X)","(X)","(X)","(X)"
"UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED","30,756","±3,387","6,917","±1,436","22.5%","±4.1","34,535","±3,420","8,351","±1,698","24.2%","±4.3","34,675","±4,494","6,321","±1,791","18.2%","±4.5","37,101","±4,341","8,061","±1,867","21.7%","±3.9","105,224","±6,883","20,898","±3,388","19.9%","±3.1","9,280","±1,806","2,812","±957","30.3%","±7.9","23,646","±3,256","4,894","±1,269","20.7%","±4.6","23,299","±2,430","7,332","±1,674","31.5%","±6.0","94,758","±5,497","19,275","±2,443","20.3%","±2.3","14,780","±2,274","4,243","±1,626","28.7%","±8.4","77,642","±5,626","19,180","±2,884","24.7%","±3.4","10,389","±1,556","2,505","±861","24.1%","±7.3","15,448","±2,841","5,007","±1,613","32.4%","±9.9","11,973","±1,847","4,974","±1,258","41.5%","±7.1","52,685","±4,020","11,384","±2,286","21.6%","±3.7","13,664","±1,906","4,263","±1,137","31.2%","±7.1","14,219","±1,687","5,978","±1,218","42.0%","±6.3","25,844","±2,991","10,722","±2,033","41.5%","±6.3","87,004","±5,264","26,444","±3,218","30.4%","±3.0","51,356","±3,897","13,304","±2,340","25.9%","±3.9","17,771","±2,445","4,467","±1,080","25.1%","±4.9","48,232","±4,617","11,013","±2,401","22.8%","±4.1","63,367,537","±165,049","15,147,496","±85,504","23.9%","±0.1"
"    Male","13,252","±1,987","2,732","±1,109","20.6%","±7.7","16,312","±2,090","3,618","±1,084","22.2%","±5.8","15,645","±2,206","2,621","±1,243","16.8%","±7.2","19,001","±2,310","2,960","±933","15.6%","±4.2","49,351","±4,513","7,677","±1,825","15.6%","±3.5","4,479","±1,002","858","±500","19.2%","±10.4","10,365","±2,070","1,644","±815","15.9%","±7.5","11,651","±1,693","3,598","±1,269","30.9%","±8.5","43,687","±3,513","8,272","±1,609","18.9%","±3.1","7,712","±1,657","2,673","±1,448","34.7%","±13.6","38,662","±3,733","8,425","±2,116","21.8%","±4.8","5,267","±1,188","1,055","±559","20.0%","±10.1","7,015","±1,693","2,127","±986","30.3%","±12.6","5,956","±1,094","2,086","±723","35.0%","±10.7","25,159","±2,854","4,806","±1,591","19.1%","±5.4","7,132","±1,141","2,026","±787","28.4%","±10.1","7,049","±1,340","2,725","±874","38.7%","±9.7","14,032","±1,996","6,194","±1,530","44.1%","±8.6","41,139","±3,622","11,642","±2,209","28.3%","±4.7","22,752","±2,659","5,866","±1,632","25.8%","±6.1","9,834","±1,684","1,635","±732","16.6%","±6.9","21,647","±2,575","3,817","±1,185","17.6%","±5.0","31,102,291","±114,229","6,650,045","±58,989","21.4%","±0.2"
"    Female","17,504","±2,262","4,185","±1,073","23.9%","±5.3","18,223","±2,363","4,733","±1,228","26.0%","±5.4","19,030","±3,201","3,700","±1,453","19.4%","±6.5","18,100","±2,948","5,101","±1,573","28.2%","±6.4","55,873","±3,820","13,221","±2,437","23.7%","±4.1","4,801","±1,197","1,954","±863","40.7%","±13.9","13,281","±1,976","3,250","±970","24.5%","±6.6","11,648","±1,523","3,734","±967","32.1%","±7.1","51,071","±3,826","11,003","±1,882","21.5%","±3.3","7,068","±1,282","1,570","±521","22.2%","±6.6","38,980","±3,145","10,755","±1,767","27.6%","±4.0","5,122","±1,067","1,450","±649","28.3%","±10.4","8,433","±1,780","2,880","±1,077","34.2%","±12.1","6,017","±1,205","2,888","±901","48.0%","±10.4","27,526","±2,396","6,578","±1,438","23.9%","±4.6","6,532","±1,605","2,237","±954","34.2%","±11.9","7,170","±1,098","3,253","±861","45.4%","±9.5","11,812","±2,006","4,528","±1,250","38.3%","±7.9","45,865","±3,792","14,802","±2,329","32.3%","±4.0","28,604","±2,577","7,438","±1,569","26.0%","±5.1","7,937","±1,555","2,832","±854","35.7%","±8.8","26,585","±3,345","7,196","±2,358","27.1%","±7.2","32,265,246","±88,999","8,497,451","±47,268","26.3%","±0.1"
"    15 years","45","±83","45","±83","100.0%","±100.0","0","±218","0","±218","-","**","0","±218","0","±218","-","**","590","±786","590","±786","100.0%","±27.8","14","±29","14","±29","100.0%","±100.0","0","±218","0","±218","-","**","0","±218","0","±218","-","**","10","±19","10","±19","100.0%","±100.0","185","±216","185","±216","100.0%","±53.7","0","±218","0","±218","-","**","111","±198","111","±198","100.0%","±69.4","0","±218","0","±218","-","**","0","±218","0","±218","-","**","0","±218","0","±218","-","**","228","±266","228","±266","100.0%","±48.4","0","±218","0","±218","-","**","262","±390","262","±390","100.0%","±45.2","140","±245","140","±245","100.0%","±61.8","0","±218","0","±218","-","**","0","±218","0","±218","-","**","0","±218","0","±218","-","**","229","±313","229","±313","100.0%","±48.3","83,618","±5,420","82,208","±5,378","98.3%","±0.8"
"    16 to 17 years","0","±218","0","±218","-","**","357","±828","357","±828","100.0%","±38.7","500","±480","410","±447","82.0%","±33.5","94","±162","94","±162","100.0%","±75.4","119","±223","119","±223","100.0%","±67.0","0","±218","0","±218","-","**","184","±211","184","±211","100.0%","±53.9","80","±106","80","±106","100.0%","±81.7","194","±304","194","±304","100.0%","±52.5","0","±218","0","±218","-","**","116","±128","116","±128","100.0%","±67.9","0","±218","0","±218","-","**","0","±218","0","±218","-","**","0","±218","0","±218","-","**","328","±294","328","±294","100.0%","±40.4","10","±22","10","±22","100.0%","±100.0","17","±31","17","±31","100.0%","±100.0","0","±218","0","±218","-","**","189","±323","189","±323","100.0%","±53.2","107","±175","107","±175","100.0%","±70.7","11","±24","11","±24","100.0%","±100.0","117","±145","117","±145","100.0%","±67.6","204,953","±8,533","194,244","±8,321","94.8%","±0.9"
"    18 to 24 years","1,455","±996","177","±206","12.2%","±17.2","4,097","±1,238","2,120","±1,019","51.7%","±18.3","1,878","±888","1,061","±740","56.5%","±29.3","5,743","±1,660","2,010","±909","35.0%","±13.1","13,334","±2,442","6,257","±1,712","46.9%","±9.9","140","±232","12","±25","8.6%","±33.5","2,856","±941","821","±533","28.7%","±17.9","1,156","±510","529","±275","45.8%","±21.6","9,052","±1,290","3,936","±892","43.5%","±9.1","1,628","±1,350","1,402","±1,366","86.1%","±18.2","6,271","±1,602","2,432","±892","38.8%","±13.0","819","±689","123","±202","15.0%","±22.1","851","±583","639","±542","75.1%","±26.1","353","±246","236","±190","66.9%","±28.5","5,340","±1,739","2,652","±1,413","49.7%","±16.4","1,403","±1,098","743","±445","53.0%","±33.9","1,007","±543","751","±529","74.6%","±33.1","9,413","±1,855","6,452","±1,588","68.5%","±13.2","16,949","±2,861","10,818","±2,096","63.8%","±7.0","4,515","±1,419","2,706","±1,229","59.9%","±14.9","1,870","±960","120","±127","6.4%","±6.9","5,892","±1,874","3,014","±1,661","51.2%","±19.1","6,838,105","±61,734","3,197,531","±47,239","46.8%","±0.4"
"    25 to 34 years","5,969","±1,561","963","±624","16.1%","±9.7","4,959","±1,407","1,026","±575","20.7%","±9.7","5,717","±2,074","165","±222","2.9%","±4.1","7,124","±1,716","444","±370","6.2%","±5.0","31,683","±3,181","4,341","±1,691","13.7%","±5.3","1,251","±648","471","±391","37.6%","±25.7","3,080","±1,232","862","±758","28.0%","±21.8","4,840","±1,298","615","±586","12.7%","±11.8","19,544","±2,481","3,064","±1,100","15.7%","±4.9","2,489","±912","233","±229","9.4%","±9.2","12,012","±2,322","2,792","±1,073","23.2%","±7.5","1,282","±790","99","±168","7.7%","±12.9","1,473","±856","489","±582","33.2%","±35.2","946","±616","242","±307","25.6%","±28.5","12,904","±2,199","1,850","±696","14.3%","±5.5","2,275","±908","320","±271","14.1%","±10.2","1,451","±584","368","±272","25.4%","±18.0","3,340","±1,131","557","±349","16.7%","±9.8","18,094","±2,722","4,130","±1,170","22.8%","±5.4","9,809","±1,630","3,335","±1,282","34.0%","±10.7","3,189","±1,125","152","±172","4.8%","±5.9","9,475","±1,926","1,360","±796","14.4%","±8.4","13,454,841","±75,922","2,309,930","±31,903","17.2%","±0.2"
"    35 to 44 years","2,598","±875","476","±511","18.3%","±18.4","3,611","±1,240","707","±461","19.6%","±12.6","2,999","±1,061","465","±550","15.5%","±16.8","4,892","±1,455","570","±437","11.7%","±8.8","13,695","±2,725","990","±508","7.2%","±3.7","947","±616","221","±316","23.3%","±29.3","4,631","±1,806","844","±763","18.2%","±16.2","3,788","±1,160","931","±719","24.6%","±16.9","11,384","±2,366","1,529","±714","13.4%","±6.0","1,525","±649","391","±376","25.6%","±23.3","9,040","±1,876","2,484","±1,237","27.5%","±11.9","1,037","±805","228","±296","22.0%","±29.4","2,123","±1,442","266","±356","12.5%","±19.0","1,968","±867","904","±513","45.9%","±20.5","5,712","±1,285","302","±239","5.3%","±4.1","1,137","±578","441","±329","38.8%","±19.2","1,623","±790","496","±385","30.6%","±19.4","2,678","±951","750","±579","28.0%","±19.7","9,628","±2,151","1,521","±824","15.8%","±7.6","4,341","±1,065","661","±394","15.2%","±9.0","2,603","±906","837","±508","32.2%","±18.4","6,538","±1,815","808","±532","12.4%","±7.5","7,718,960","±50,822","1,499,258","±19,931","19.4%","±0.2"
"    45 to 54 years","5,440","±1,641","1,475","±767","27.1%","±11.4","3,204","±998","610","±417","19.0%","±10.8","5,110","±1,554","1,210","±840","23.7%","±14.4","5,099","±1,262","1,291","±723","25.3%","±11.3","10,759","±2,044","1,157","±519","10.8%","±4.5","660","±436","0","±218","0.0%","±25.4","2,975","±1,201","554","±496","18.6%","±14.8","2,578","±936","601","±373","23.3%","±15.4","14,244","±2,193","2,684","±1,046","18.8%","±6.9","1,922","±725","198","±165","10.3%","±9.0","10,527","±1,763","2,588","±806","24.6%","±7.2","970","±523","115","±133","11.9%","±14.1","1,611","±842","1,137","±730","70.6%","±17.8","1,922","±759","747","±443","38.9%","±17.3","7,052","±1,371","1,642","±787","23.3%","±10.0","1,829","±890","487","±409","26.6%","±18.3","2,213","±794","400","±311","18.1%","±12.4","2,296","±893","1,124","±636","49.0%","±20.6","11,744","±2,164","2,399","±1,041","20.4%","±7.2","8,050","±1,853","1,588","±692","19.7%","±7.0","2,076","±943","1,062","±640","51.2%","±18.3","6,126","±1,522","1,397","±783","22.8%","±10.3","7,978,652","±49,774","1,812,966","±22,813","22.7%","±0.2"
"    55 to 64 years","6,482","±1,517","1,354","±591","20.9%","±8.4","7,730","±1,613","1,631","±637","21.1%","±7.5","5,899","±1,451","1,313","±1,019","22.3%","±14.8","5,886","±1,273","1,510","±696","25.7%","±11.2","14,155","±2,744","3,344","±1,280","23.6%","±7.3","2,330","±762","869","±440","37.3%","±16.0","4,012","±1,097","730","±331","18.2%","±8.8","4,393","±1,131","2,597","±1,016","59.1%","±13.8","15,710","±1,989","3,016","±796","19.2%","±5.0","2,594","±701","948","±487","36.5%","±17.4","14,931","±2,272","4,581","±1,293","30.7%","±6.9","2,714","±773","1,105","±525","40.7%","±13.3","2,362","±993","185","±227","7.8%","±9.6","3,461","±783","1,664","±658","48.1%","±12.5","7,532","±1,357","2,123","±958","28.2%","±10.6","2,532","±907","1,112","±687","43.9%","±19.6","2,670","±739","1,190","±482","44.6%","±11.8","3,216","±905","865","±472","26.9%","±12.2","13,082","±1,882","3,465","±782","26.5%","±5.7","9,250","±1,543","2,119","±593","22.9%","±5.7","3,306","±1,083","791","±386","23.9%","±12.0","8,280","±1,574","2,011","±836","24.3%","±10.4","10,455,530","±54,536","2,724,824","±29,640","26.1%","±0.3"
"    65 to 74 years","4,289","±1,017","1,391","±613","32.4%","±10.6","5,139","±1,387","1,275","±531","24.8%","±10.6","5,908","±1,296","799","±538","13.5%","±8.2","4,372","±1,083","563","±330","12.9%","±7.4","12,479","±1,847","2,681","±827","21.5%","±6.0","2,066","±716","419","±443","20.3%","±19.5","3,621","±1,338","301","±263","8.3%","±7.0","3,324","±897","1,062","±594","31.9%","±14.8","12,426","±1,439","2,162","±750","17.4%","±5.3","2,642","±761","646","±384","24.5%","±13.7","15,306","±2,198","2,660","±852","17.4%","±4.8","2,247","±815","650","±391","28.9%","±16.1","3,385","±1,158","1,385","±685","40.9%","±18.6","1,430","±496","571","±370","39.9%","±20.9","6,728","±1,136","801","±418","11.9%","±5.8","2,666","±779","783","±440","29.4%","±14.4","2,953","±740","1,464","±626","49.6%","±14.9","2,754","±680","631","±342","22.9%","±11.8","10,694","±1,757","2,360","±818","22.1%","±6.2","8,252","±1,244","1,755","±612","21.3%","±6.8","2,639","±810","595","±323","22.5%","±11.3","6,577","±1,345","1,232","±661","18.7%","±9.1","8,654,115","±44,737","1,756,993","±22,093","20.3%","±0.2"
"    75 years and over","4,478","±1,020","1,036","±503","23.1%","±10.4","5,438","±1,123","625","±495","11.5%","±8.5","6,664","±1,261","898","±616","13.5%","±9.3","3,301","±954","989","±483","30.0%","±11.9","8,986","±1,458","1,995","±670","22.2%","±6.4","1,886","±668","820","±484","43.5%","±18.2","2,287","±841","598","±375","26.1%","±16.0","3,130","±528","907","±385","29.0%","±11.0","12,019","±1,395","2,505","±895","20.8%","±6.8","1,980","±596","425","±259","21.5%","±12.6","9,328","±1,573","1,416","±659","15.2%","±6.6","1,320","±529","185","±154","14.0%","±12.0","3,643","±1,380","906","±524","24.9%","±11.9","1,893","±669","610","±470","32.2%","±19.3","6,861","±997","1,458","±692","21.3%","±8.9","1,812","±515","367","±292","20.3%","±15.7","2,023","±521","1,030","±523","50.9%","±18.9","2,007","±787","203","±255","10.1%","±11.5","6,624","±1,023","1,562","±599","23.6%","±7.3","7,032","±1,124","1,033","±521","14.7%","±6.8","2,077","±497","899","±399","43.3%","±17.0","4,998","±1,115","845","±510","16.9%","±9.4","7,978,763","±37,753","1,569,542","±21,215","19.7%","±0.2"
"    Mean income deficit for unrelated individuals (dollars)","6,782","±1,275","(X)","(X)","(X)","(X)","7,286","±1,006","(X)","(X)","(X)","(X)","7,939","±1,341","(X)","(X)","(X)","(X)","7,827","±1,172","(X)","(X)","(X)","(X)","8,278","±712","(X)","(X)","(X)","(X)","6,541","±1,710","(X)","(X)","(X)","(X)","8,263","±1,619","(X)","(X)","(X)","(X)","7,302","±1,282","(X)","(X)","(X)","(X)","6,962","±495","(X)","(X)","(X)","(X)","6,932","±1,131","(X)","(X)","(X)","(X)","6,977","±652","(X)","(X)","(X)","(X)","7,005","±1,312","(X)","(X)","(X)","(X)","6,971","±1,504","(X)","(X)","(X)","(X)","6,595","±1,250","(X)","(X)","(X)","(X)","7,074","±846","(X)","(X)","(X)","(X)","6,415","±1,122","(X)","(X)","(X)","(X)","6,791","±1,095","(X)","(X)","(X)","(X)","8,525","±800","(X)","(X)","(X)","(X)","8,690","±615","(X)","(X)","(X)","(X)","7,950","±717","(X)","(X)","(X)","(X)","7,295","±1,309","(X)","(X)","(X)","(X)","8,130","±956","(X)","(X)","(X)","(X)","7,363","±22","(X)","(X)","(X)","(X)"
"    Worked full-time, year-round in the past 12 months","14,045","±2,705","306","±323","2.2%","±2.3","14,057","±2,265","610","±401","4.3%","±3.0","15,292","±2,894","344","±276","2.2%","±1.8","20,841","±3,052","573","±506","2.7%","±2.4","59,713","±6,267","981","±460","1.6%","±0.8","3,537","±1,054","154","±249","4.4%","±6.8","12,496","±2,337","0","±218","0.0%","±1.6","10,732","±1,958","438","±619","4.1%","±5.6","44,787","±3,961","447","±374","1.0%","±0.8","6,836","±1,317","492","±536","7.2%","±7.6","31,521","±3,680","1,473","±690","4.7%","±2.2","3,597","±1,237","143","±222","4.0%","±5.6","4,786","±1,928","150","±179","3.1%","±4.1","3,161","±844","307","±309","9.7%","±9.0","25,832","±2,781","726","±457","2.8%","±1.7","4,479","±1,090","264","±217","5.9%","±4.6","4,155","±1,108","373","±366","9.0%","±8.2","7,411","±1,446","236","±185","3.2%","±2.7","39,659","±3,696","2,646","±966","6.7%","±2.3","20,622","±2,467","527","±574","2.6%","±2.7","8,174","±1,869","284","±354","3.5%","±4.1","22,623","±2,948","163","±154","0.7%","±0.7","28,435,494","±110,218","986,970","±18,256","3.5%","±0.1"
"    Worked less than full-time, year-round in the past 12 months","5,064","±1,321","1,412","±636","27.9%","±10.2","7,730","±2,015","3,834","±1,418","49.6%","±10.5","5,684","±1,462","1,585","±1,006","27.9%","±13.9","5,421","±1,533","2,031","±976","37.5%","±15.5","17,901","±2,891","7,565","±2,565","42.3%","±9.5","866","±612","395","±419","45.6%","±30.2","2,760","±938","1,238","±710","44.9%","±19.3","2,738","±847","995","±540","36.3%","±15.1","19,545","±2,616","7,036","±1,684","36.0%","±6.6","1,846","±891","1,256","±851","68.0%","±19.7","15,566","±2,444","6,485","±1,765","41.7%","±8.7","1,530","±771","642","±428","42.0%","±25.5","1,963","±924","1,118","±804","57.0%","±25.6","3,539","±1,134","1,619","±744","45.7%","±14.7","8,052","±1,790","3,151","±1,202","39.1%","±10.2","3,193","±1,089","1,273","±661","39.9%","±15.1","3,241","±867","1,305","±590","40.3%","±13.9","9,827","±1,868","5,634","±1,425","57.3%","±9.1","19,581","±2,569","8,875","±1,718","45.3%","±6.1","9,098","±1,753","3,962","±1,403","43.5%","±10.0","3,263","±1,109","1,018","±557","31.2%","±15.9","9,899","±1,995","3,370","±1,086","34.0%","±9.6","12,969,793","±65,338","4,594,315","±42,343","35.4%","±0.3"
