asa.county,asa.states,score_combine,score_infection,score_death,asa_under5yr,asa_15yrto44yr,asa_65andOver,asa_75andOver,asa_bachelor,asa_disabilityrate,asa_employment,asa_highrisk,asa_lessHighSchool,asa_nocomputer,asa_noinsurance,asa_nointernet,asa_poverty,asa_black,asa_white,asa_under5yr_asa_bachelor,asa_under5yr_asa_disabilityrate,asa_under5yr_asa_employment,asa_under5yr_asa_highrisk,asa_under5yr_asa_lessHighSchool,asa_under5yr_asa_nocomputer,asa_under5yr_asa_noinsurance,asa_under5yr_asa_nointernet,asa_under5yr_asa_poverty,asa_under5yr_asa_black,asa_under5yr_asa_white,asa_15yrto44yr_asa_bachelor,asa_15yrto44yr_asa_disabilityrate,asa_15yrto44yr_asa_employment,asa_15yrto44yr_asa_highrisk,asa_15yrto44yr_asa_lessHighSchool,asa_15yrto44yr_asa_nocomputer,asa_15yrto44yr_asa_noinsurance,asa_15yrto44yr_asa_nointernet,asa_15yrto44yr_asa_poverty,asa_15yrto44yr_asa_black,asa_15yrto44yr_asa_white,asa_65andOver_asa_bachelor,asa_65andOver_asa_disabilityrate,asa_65andOver_asa_employment,asa_65andOver_asa_highrisk,asa_65andOver_asa_lessHighSchool,asa_65andOver_asa_nocomputer,asa_65andOver_asa_noinsurance,asa_65andOver_asa_nointernet,asa_65andOver_asa_poverty,asa_65andOver_asa_black,asa_65andOver_asa_white,asa_75andOver_asa_bachelor,asa_75andOver_asa_disabilityrate,asa_75andOver_asa_employment,asa_75andOver_asa_highrisk,asa_75andOver_asa_lessHighSchool,asa_75andOver_asa_nocomputer,asa_75andOver_asa_noinsurance,asa_75andOver_asa_nointernet,asa_75andOver_asa_poverty,asa_75andOver_asa_black,asa_75andOver_asa_white,asa_bachelor_asa_disabilityrate,asa_bachelor_asa_employment,asa_bachelor_asa_highrisk,asa_bachelor_asa_nocomputer,asa_bachelor_asa_nointernet,asa_bachelor_asa_poverty,asa_bachelor_asa_black,asa_bachelor_asa_white,asa_disabilityrate_asa_employment,asa_disabilityrate_asa_highrisk,asa_disabilityrate_asa_lessHighSchool,asa_disabilityrate_asa_nocomputer,asa_disabilityrate_asa_nointernet,asa_disabilityrate_asa_poverty,asa_disabilityrate_asa_black,asa_disabilityrate_asa_white,asa_employment_asa_highrisk,asa_employment_asa_lessHighSchool,asa_employment_asa_nocomputer,asa_employment_asa_nointernet,asa_employment_asa_poverty,asa_employment_asa_black,asa_employment_asa_white,asa_highrisk_asa_lessHighSchool,asa_highrisk_asa_nocomputer,asa_highrisk_asa_nointernet,asa_highrisk_asa_poverty,asa_highrisk_asa_black,asa_highrisk_asa_white,asa_lessHighSchool_asa_nocomputer,asa_lessHighSchool_asa_nointernet,asa_lessHighSchool_asa_poverty,asa_lessHighSchool_asa_black,asa_lessHighSchool_asa_white,asa_nocomputer_asa_poverty,asa_nocomputer_asa_black,asa_nocomputer_asa_white,asa_noinsurance_asa_poverty,asa_nointernet_asa_poverty,asa_nointernet_asa_black,asa_nointernet_asa_white,asa_poverty_asa_black,asa_poverty_asa_white
Sevier County ,TN,0.428331397,0.8339069,-0.010544343,0.058656489,0.344366412,0.203541985,0.076620865,0.144427481,0.192,0.471755725,0.125587786,0.11805598,0.038676845,0.15,0.09097201,0.136,0,0.933465649,0.008471609,0.011262046,0.027671534,0.007366539,0.006924749,0.002268648,0.008798473,0.005336099,0.007977283,0,0.054753818,0.049735973,0.066118351,0.162456826,0.043248215,0.040654514,0.013319006,0.051654962,0.031327705,0.046833832,0,0.321454216,0.029397056,0.039080061,0.096022097,0.025562387,0.024029349,0.007872362,0.030531298,0.018516623,0.02768171,0,0.189999451,0.011066159,0.014711206,0.036146332,0.009622645,0.009045551,0.002963453,0.01149313,0.006970354,0.010420438,0,0.071522945,0.027730076,0.068134491,0.018138328,0.005585999,0.013138858,0.019642137,0,0.134818092,0.090577099,0.024112855,0.022666748,0.007425954,0.017466626,0.026112,0,0.179225405,0.059246757,0.055693584,0.018246023,0.042916567,0.064158779,0,0.440367764,0.014826389,0.004857339,0.011424973,0.017079939,0,0.117231884,0.004566033,0.01073979,0.016055613,0,0.110201202,0.005260051,0,0.036103506,0.0204,0.012372193,0,0.084919246,0,0.126951328
Shelby County ,AL,-1.084563958,0.073081802,-0.03009702,0.053688069,0.388278472,0.161863465,0.060637936,0.31713535,0.113,0.505277857,0.066591028,0.053701849,0.015369634,0.067,0.034730963,0.056,0.121624974,0.794347319,0.017026385,0.006066752,0.027127392,0.003575144,0.002883149,0.000825166,0.003597101,0.001864638,0.003006532,0.00652981,0.042646974,0.123136829,0.043875467,0.196188514,0.025855863,0.020851272,0.005967698,0.026014658,0.013485285,0.021743594,0.047224359,0.308427963,0.051332627,0.018290572,0.081786025,0.010778655,0.008692367,0.002487782,0.010844852,0.005621674,0.009064354,0.01968664,0.128575809,0.019230433,0.006852087,0.030639006,0.004037942,0.003256369,0.000931983,0.004062742,0.002106014,0.003395724,0.007375087,0.048167582,0.035836295,0.16024147,0.021118369,0.004874254,0.011014416,0.01775958,0.038571579,0.251915615,0.057096398,0.007524786,0.006068309,0.001736769,0.003924599,0.006328,0.013743622,0.089761247,0.033646972,0.027134355,0.007765936,0.017548787,0.02829556,0.061454406,0.401366111,0.003576061,0.00102348,0.002312771,0.003729098,0.008099132,0.052896405,0.000825378,0.001865117,0.003007304,0.006531486,0.04265792,0.0008607,0.001869331,0.012208828,0.003752,0.001944934,0.004224152,0.027588447,0.006810999,0.04448345
Shelby County ,TN,0.669322421,0.368001977,0.007833871,0.069232132,0.404861038,0.139946392,0.053527337,0.221645898,0.127,0.470413993,0.078163314,0.087334581,0.044824503,0.121,0.079241031,0.168,0.530433242,0.386431006,0.015345018,0.008792481,0.032567764,0.005411413,0.006046359,0.003103296,0.008377088,0.005486026,0.011630998,0.036723024,0.026753442,0.089735788,0.051417352,0.190452297,0.03164528,0.035358369,0.018147695,0.048988186,0.032081606,0.068016654,0.214751753,0.156450858,0.031018544,0.017773192,0.065832741,0.010938674,0.01222216,0.006273027,0.016933513,0.011089496,0.023510994,0.074232218,0.054079625,0.011864115,0.006797972,0.025180008,0.004183874,0.004674788,0.002399336,0.006476808,0.004241561,0.008992593,0.028392679,0.020684623,0.028149029,0.104265332,0.017324578,0.009935167,0.017563449,0.037236511,0.117568352,0.085650847,0.059742577,0.009926741,0.011091492,0.005692712,0.010063611,0.021336,0.067365022,0.049076738,0.036769117,0.041083409,0.021086073,0.03727609,0.079029551,0.249523219,0.181782553,0.00682636,0.003503632,0.006193742,0.013131437,0.04146042,0.030204728,0.003914729,0.006920482,0.01467221,0.046325165,0.03374879,0.007530517,0.023776406,0.017321578,0.020328,0.013312493,0.042032077,0.030621191,0.089112785,0.064920409
Smith County ,TX,-0.731003922,-0.728326839,-6.96E-05,0.066444398,0.39728723,0.168497665,0.077847141,0.1847339,0.15,0.462627443,0.07332729,0.0897139,0.018436011,0.17,0.059793513,0.124,0.174534159,0.759154633,0.012274533,0.00996666,0.030739002,0.004872188,0.005960986,0.00122497,0.011295548,0.003972944,0.008239105,0.011596817,0.050441573,0.073392419,0.059593085,0.183795975,0.029131996,0.035642187,0.007324392,0.067538829,0.023755199,0.049263617,0.069340193,0.301602441,0.031127231,0.02527465,0.077951644,0.012355477,0.015116583,0.003106425,0.028644603,0.010075067,0.02089371,0.029408598,0.127915783,0.014381006,0.011677071,0.036014224,0.00570832,0.006983971,0.001435191,0.013234014,0.004654754,0.009653045,0.013586985,0.059098018,0.027710085,0.085462972,0.013546036,0.003405756,0.011045889,0.022907004,0.032242376,0.140241596,0.069394116,0.010999094,0.013457085,0.002765402,0.008969027,0.0186,0.026180124,0.113873195,0.033923217,0.041504112,0.008529005,0.02766212,0.057365803,0.080744292,0.351205767,0.006578477,0.001351863,0.004384496,0.009092584,0.012798117,0.055666752,0.001653966,0.005364309,0.011124524,0.01565814,0.068106723,0.002286065,0.003217714,0.013995783,0.02108,0.007414396,0.010436011,0.045392522,0.021642236,0.094135174
Spalding County ,GA,0.352901623,-0.899728754,0.032566475,0.061331574,0.343702682,0.184759306,0.08629297,0.123067928,0.157,0.419342796,0.078815454,0.120639252,0.053895627,0.14,0.084254082,0.17,0.352083115,0.603855899,0.00754795,0.009629057,0.025718954,0.004833876,0.007398995,0.003305504,0.00858642,0.005167435,0.010426368,0.021593812,0.037035433,0.042298777,0.053961321,0.144129244,0.027089083,0.041464034,0.018524072,0.048118375,0.028958354,0.058429456,0.121011911,0.207546892,0.022737945,0.029007211,0.077477484,0.014561889,0.022289224,0.009957719,0.025866303,0.015566726,0.031409082,0.065050632,0.111567997,0.010619897,0.013547996,0.036186335,0.00680122,0.010410319,0.004650814,0.012081016,0.007270535,0.014669805,0.030382298,0.052108519,0.019321665,0.051607649,0.009699655,0.006632823,0.010368975,0.020921548,0.043330139,0.074315294,0.065836819,0.012374026,0.018940363,0.008461613,0.013227891,0.02669,0.055277049,0.094805376,0.033050693,0.050589201,0.022600743,0.035331342,0.071288275,0.147643518,0.253222621,0.009508237,0.004247808,0.006640524,0.013398627,0.027749591,0.047593177,0.006501928,0.010164349,0.020508673,0.042475044,0.072848724,0.009162257,0.01897574,0.032545192,0.0238,0.014323194,0.02966444,0.050877324,0.05985413,0.102655503
Spartanburg County ,SC,0.630117924,0.100111534,0.013779356,0.061547602,0.387454071,0.162259018,0.06510937,0.187744891,0.156,0.45783886,0.076141783,0.099107213,0.035426927,0.097,0.061813406,0.128,0.200659818,0.722163328,0.011555248,0.009601426,0.028178884,0.004686344,0.006099811,0.002180442,0.005970117,0.003804467,0.007878093,0.012350131,0.044447421,0.072742522,0.060442835,0.17739153,0.029501444,0.038399493,0.013726307,0.037583045,0.023949856,0.049594121,0.077746463,0.279805121,0.030463302,0.025312407,0.074288484,0.012354691,0.016081039,0.005748338,0.015739125,0.010029783,0.020769154,0.032558865,0.117177512,0.012223952,0.010157062,0.0298096,0.004957544,0.006452808,0.002306625,0.006315609,0.004024632,0.008333999,0.013064834,0.047019599,0.029288203,0.085956907,0.014295231,0.006651225,0.011605151,0.024031346,0.037672856,0.135582475,0.071422862,0.011878118,0.015460725,0.005526601,0.009642891,0.019968,0.031302932,0.112657479,0.034860667,0.045375133,0.016219824,0.028300579,0.058603374,0.091869862,0.330634435,0.0075462,0.002697469,0.004706583,0.009746148,0.015278596,0.054986803,0.003511064,0.006126154,0.012685723,0.019886835,0.071571595,0.004534647,0.007108761,0.025584028,0.012416,0.007912116,0.012403467,0.044639375,0.025684457,0.092436906
Spotsylvania County ,VA,-1.157019562,-0.64822149,-0.013227972,0.061160665,0.382402819,0.146092574,0.056704475,0.21577653,0.11,0.486040451,0.097918731,0.067914694,0.01594538,0.073,0.029086371,0.064,0.166633631,0.690614103,0.013197036,0.006727673,0.029726557,0.005988775,0.004153708,0.00097523,0.004464729,0.001778942,0.003914283,0.010191424,0.042238418,0.082513553,0.04206431,0.185863239,0.037444399,0.02597077,0.006097558,0.027915406,0.01112271,0.02447378,0.06372117,0.26409278,0.031523349,0.016070183,0.071006901,0.014305199,0.009921832,0.002329502,0.010664758,0.004249303,0.009349925,0.024343936,0.100893592,0.012235495,0.006237492,0.027560669,0.00555243,0.003851067,0.000904174,0.004139427,0.001649327,0.003629086,0.009448873,0.03916091,0.023735418,0.104876122,0.021128564,0.003440639,0.006276156,0.013809698,0.035955627,0.149018315,0.05346445,0.01077106,0.007470616,0.001753992,0.003199501,0.00704,0.018329699,0.075967551,0.047592464,0.033009289,0.0077501,0.014137153,0.031106589,0.080990685,0.33566639,0.006650121,0.001561351,0.002848101,0.006266799,0.016316554,0.067624057,0.001082926,0.001975392,0.00434654,0.011316872,0.046902845,0.001020504,0.002657037,0.011012104,0.004672,0.001861528,0.004846768,0.020087458,0.010664552,0.044199303
St County ,AL,0.204677785,0.001116973,0.00529227,0.055914291,0.380842792,0.161084547,0.062159264,0.103114666,0.156,0.454765841,0.05345652,0.115291804,0.019751542,0.06,0.055400393,0.097,0,0.854555814,0.005765583,0.008722629,0.02542791,0.002988983,0.006446459,0.001104393,0.003354857,0.003097674,0.005423686,0,0.047781882,0.039270477,0.059411476,0.173194293,0.02035853,0.043908053,0.007522232,0.022850568,0.02109884,0.036941751,0,0.325451422,0.016610179,0.025129189,0.073255749,0.008611019,0.018571728,0.003181668,0.009665073,0.008924147,0.015625201,0,0.137655736,0.006409532,0.009696845,0.02826791,0.003322818,0.007166454,0.001227741,0.003729556,0.003443648,0.006029449,0,0.05311856,0.016085888,0.046893028,0.005512151,0.002036674,0.005712593,0.010002123,0,0.088117237,0.070943471,0.008339217,0.017985521,0.003081241,0.008642461,0.015132,0,0.133310707,0.024310199,0.052430774,0.008982327,0.025194206,0.044112287,0,0.388622793,0.006163099,0.001055849,0.002961512,0.005185282,0,0.04568158,0.002277191,0.006387211,0.011183305,0,0.098523281,0.0019159,0,0.016878795,0.00582,0.005373838,0,0.047342728,0,0.082891914
St. Johns County ,FL,-1.657069812,-0.434206872,-0.031792567,0.046041893,0.335298029,0.208718716,0.086046125,0.334549934,0.108,0.457781707,0.069444444,0.042973945,0.017361111,0.085,0.035436314,0.064,0.056254534,0.876960918,0.015403312,0.004972524,0.021077136,0.003197354,0.001978602,0.000799338,0.003913561,0.001631555,0.002946681,0.002590065,0.040376941,0.112173933,0.036212187,0.153493304,0.023284585,0.014409079,0.005821146,0.028500332,0.011881726,0.021459074,0.018862034,0.294043267,0.069826833,0.022541621,0.09554761,0.014494355,0.008969467,0.003623589,0.017741091,0.007396222,0.013357998,0.011741374,0.183038157,0.028786725,0.009292982,0.039390342,0.005975425,0.003697741,0.001493856,0.007313921,0.003049158,0.005506952,0.004840485,0.075459089,0.036131393,0.15315084,0.023232634,0.005808159,0.011855217,0.021411196,0.018819951,0.293387217,0.049440424,0.0075,0.004641186,0.001875,0.003827122,0.006912,0.00607549,0.094711779,0.031790396,0.019672686,0.007947599,0.016222096,0.029298029,0.025752297,0.401456666,0.002984302,0.001205633,0.002460855,0.004444444,0.003906565,0.060900063,0.000746075,0.001522838,0.002750332,0.002417479,0.03768647,0.001111111,0.000976641,0.015225016,0.00544,0.002267924,0.001993453,0.031076262,0.00360029,0.056125499
St. Landry Parish ,LA,3.655288601,0.793849056,0.074393054,0.0719887,0.366190151,0.16917101,0.072110467,0.079282548,0.103,0.382506941,0.070527495,0.175989966,0.08959622,0.081,0.152111441,0.22,0.413557547,0.554259413,0.005707448,0.007414836,0.027536177,0.005077183,0.012669289,0.006449915,0.005831085,0.010950305,0.015837514,0.02977147,0.039900415,0.029032488,0.037717586,0.140070274,0.025826474,0.064445792,0.032809253,0.029661402,0.055701712,0.080561833,0.151440701,0.202964338,0.013412309,0.017424614,0.064709086,0.011931208,0.0297724,0.015157083,0.013702852,0.025732846,0.037217622,0.069961948,0.093764625,0.005717102,0.007427378,0.027582754,0.005085771,0.012690719,0.006460825,0.005840948,0.010968827,0.015864303,0.029821828,0.039967905,0.008166102,0.030326125,0.0055916,0.007103417,0.012059783,0.017442161,0.032787896,0.043943099,0.039398215,0.007264332,0.018126966,0.009228411,0.015667478,0.02266,0.042596427,0.05708872,0.026977256,0.067317384,0.034271176,0.058183682,0.084151527,0.158188632,0.212008073,0.012412131,0.006318997,0.010728039,0.015516049,0.029167178,0.039090528,0.015768036,0.026770087,0.038717793,0.072781979,0.097544095,0.019711168,0.037053193,0.049659548,0.01782,0.033464517,0.062906834,0.084309198,0.09098266,0.121937071
St. Lucie County ,FL,0.274680175,-0.519641717,0.020651155,0.049808557,0.335830056,0.247132931,0.113692784,0.161487921,0.154,0.455639253,0.094560718,0.11064067,0.017828369,0.143,0.038532183,0.097,0.192554303,0.714136894,0.00804348,0.007670518,0.022694734,0.004709933,0.005510852,0.000888005,0.007122624,0.001919232,0.00483143,0.009590852,0.035570128,0.054232498,0.051717829,0.153017356,0.031756331,0.037156462,0.005987302,0.048023698,0.012940265,0.032575515,0.064665522,0.239828633,0.039908983,0.038058471,0.112603464,0.023369067,0.027342953,0.004405977,0.035340009,0.009522571,0.023971894,0.047586509,0.176486744,0.018360011,0.017508689,0.051802895,0.010750871,0.012579046,0.002026957,0.016258068,0.004380831,0.0110282,0.021892035,0.081192212,0.02486914,0.073580236,0.015270414,0.002879066,0.006222482,0.015664328,0.031095194,0.115324482,0.070168445,0.014562351,0.017038663,0.002745569,0.005933956,0.014938,0.029653363,0.109977082,0.043085575,0.050412232,0.008123305,0.017556775,0.044197008,0.087735299,0.325388801,0.010462261,0.001685863,0.003643631,0.00917239,0.018208073,0.067529297,0.001972543,0.004263227,0.010732145,0.021304337,0.079012584,0.001729352,0.003432929,0.012731896,0.013871,0.003737622,0.007419538,0.027517253,0.018677767,0.069271279
St. Tammany Parish ,LA,0.565175677,-0.179258167,0.019354142,0.05800268,0.361191004,0.17298661,0.06696516,0.253821726,0.19,0.448081745,0.080224561,0.076929871,0.021419328,0.079,0.041149071,0.123,0.1271835,0.814364543,0.01472234,0.011020509,0.025989942,0.00465324,0.004462139,0.001242378,0.004582212,0.002386756,0.00713433,0.007376984,0.047235326,0.091678124,0.068626291,0.161843095,0.02897639,0.027786377,0.007736469,0.028534089,0.014862674,0.044426493,0.045937536,0.294141147,0.04390776,0.032867456,0.077512142,0.013877775,0.013307838,0.003705257,0.013665942,0.007118238,0.021277353,0.022001043,0.140874162,0.016997212,0.01272338,0.030005866,0.005372251,0.005151621,0.001434349,0.005290248,0.002755554,0.008236715,0.008516863,0.054534052,0.048226128,0.113732882,0.020362737,0.005436691,0.010444528,0.031220072,0.032281935,0.206703414,0.085135532,0.015242667,0.014616675,0.004069672,0.007818323,0.02337,0.024164865,0.154729263,0.035947161,0.034470871,0.00959761,0.018438148,0.055114055,0.056988605,0.364901885,0.006171665,0.001718356,0.003301166,0.009867621,0.01020324,0.065332038,0.001647786,0.003165593,0.009462374,0.00978421,0.062648959,0.002634577,0.002724185,0.017443141,0.009717,0.005061336,0.005233483,0.033510344,0.015643571,0.100166839
Stafford County ,VA,-2.036190566,-0.726670915,-0.034045509,0.064801612,0.420559647,0.106716291,0.039075889,0.26496252,0.092,0.495205453,0.082141783,0.049868526,0.008535995,0.073,0.016921547,0.059,0.186568726,0.624076085,0.017169998,0.005961748,0.032090112,0.00532292,0.003231561,0.000553146,0.004730518,0.001096544,0.003823295,0.012089954,0.040441136,0.111432544,0.038691488,0.208263431,0.034545519,0.02097269,0.003589895,0.030700854,0.00711652,0.024813019,0.078463278,0.262461218,0.028275817,0.009817899,0.052846489,0.008765866,0.005321784,0.00091093,0.007790289,0.001805805,0.006296261,0.019909922,0.066599085,0.010353646,0.003594982,0.019350593,0.003209763,0.001948657,0.000333552,0.00285254,0.000661224,0.002305477,0.007290339,0.024386328,0.024376552,0.131210885,0.021764494,0.002261719,0.004483576,0.015632789,0.04943372,0.165356772,0.045558902,0.007557044,0.004587904,0.000785312,0.001556782,0.005428,0.017164323,0.057415,0.040677059,0.024695166,0.004227071,0.008379642,0.029217122,0.09238985,0.30904588,0.00409629,0.000701162,0.001389966,0.004846365,0.015325088,0.051262722,0.000425677,0.000843853,0.002942243,0.009303907,0.031121754,0.000503624,0.00159255,0.00532711,0.004307,0.000998371,0.003157031,0.010560333,0.011007555,0.036820489
Sullivan County ,TN,-0.717072476,-0.632989837,-0.00218602,0.047989239,0.338097103,0.221417384,0.099369743,0.200311971,0.189,0.450665623,0.080272564,0.089290676,0.045797863,0.096,0.064642433,0.151,0.020391795,0.93083588,0.009612819,0.009069966,0.0216271,0.003852219,0.004284992,0.002197805,0.004606967,0.003102141,0.007246375,0.000978587,0.044670106,0.067724897,0.063900352,0.152368742,0.027139921,0.030188919,0.015484125,0.032457322,0.021855419,0.051052663,0.006894407,0.314712914,0.044352553,0.041847886,0.099785203,0.017773741,0.019770508,0.010140443,0.021256069,0.014312958,0.033434025,0.004515098,0.206103245,0.019904949,0.018780881,0.044782527,0.007976664,0.008872792,0.004550922,0.009539495,0.006423502,0.015004831,0.002026327,0.092496922,0.037858963,0.090273719,0.016079556,0.00917386,0.012948653,0.030247108,0.004084721,0.18645757,0.085175803,0.015171515,0.016875938,0.008655796,0.01221742,0.028539,0.003854049,0.175927981,0.036176085,0.040240238,0.020639522,0.029132122,0.068050509,0.009189881,0.419495732,0.007167592,0.003676312,0.005189014,0.012121157,0.001636902,0.074720583,0.004089322,0.005771967,0.013482892,0.001820797,0.083114965,0.006915477,0.000933901,0.042630294,0.014496,0.009761007,0.001318175,0.060171496,0.003079161,0.140556218
Sumner County ,TN,1.07797542,0.565887276,0.013313509,0.058693141,0.373969459,0.161221855,0.066801545,0.218822373,0.154,0.504650178,0.073566391,0.075678445,0.023980176,0.084,0.03604084,0.085,0.078726285,0.847806653,0.012843372,0.009038744,0.029619504,0.004317843,0.004441806,0.001407472,0.004930224,0.00211535,0.004988917,0.004620693,0.049760435,0.081832884,0.057591297,0.188723754,0.027511583,0.028301427,0.008967853,0.031413435,0.013478173,0.031787404,0.029441226,0.317053795,0.035278949,0.024828166,0.081360638,0.01186051,0.012201019,0.003866128,0.013542636,0.005810571,0.013703858,0.012692398,0.136684961,0.014617673,0.010287438,0.033711412,0.004914349,0.005055437,0.001601913,0.00561133,0.002407584,0.005678131,0.005259037,0.056634794,0.033698645,0.110428749,0.016097972,0.005247399,0.007886542,0.018599902,0.017227073,0.185519064,0.077716127,0.011329224,0.011654481,0.003692947,0.005550289,0.01309,0.012123848,0.130562225,0.037125292,0.038191141,0.0121016,0.018188016,0.042895265,0.039729234,0.427845778,0.00556739,0.001764135,0.002651395,0.006253143,0.005791609,0.062370076,0.001814782,0.002727515,0.006432668,0.005957883,0.064160689,0.002038315,0.00188787,0.020330553,0.00714,0.003063471,0.002837361,0.030555664,0.006691734,0.072063566
Sumter County ,FL,-0.941113392,-1.085302252,0.00374869,0.018433771,0.16323063,0.594955445,0.262611388,0.299977345,0.209,0.407423915,0.089436503,0.060270352,0.016470322,0.071,0.047168101,0.081,0,0.859175351,0.005529714,0.003852658,0.007510359,0.001648652,0.00111101,0.00030361,0.001308798,0.000869486,0.001493135,0,0.015837842,0.048965491,0.034115202,0.066504062,0.014598777,0.009837968,0.002688461,0.011589375,0.007699279,0.013221681,0,0.140243734,0.178473155,0.124345688,0.242399077,0.053210734,0.035858174,0.009799108,0.042241837,0.028062919,0.048191391,0,0.511171053,0.078777467,0.05488578,0.10699416,0.023487044,0.015827681,0.004325294,0.018645409,0.01238688,0.021271522,0,0.225629231,0.062695265,0.122217944,0.026828925,0.004940723,0.014149362,0.024298165,0,0.257733141,0.085151598,0.018692229,0.012596504,0.003442297,0.009858133,0.016929,0,0.179567648,0.03643857,0.024555583,0.006710403,0.019217412,0.033001337,0,0.350048585,0.00539037,0.001473048,0.00421855,0.007244357,0,0.076841639,0.000992672,0.002842838,0.004881899,0,0.051782801,0.001334096,0,0.014150895,0.005751,0.003820616,0,0.04052567,0,0.069593203
Sumter County ,SC,0.438809184,0.026081151,0.010730298,0.065900807,0.392865509,0.170350728,0.069011722,0.153072029,0.129,0.404756327,0.075317885,0.09576372,0.040713636,0.092,0.092783988,0.174,0.457164007,0.432454718,0.01008757,0.008501204,0.026673769,0.004963509,0.006310906,0.002683061,0.006062874,0.00611454,0.01146674,0.030127477,0.028499115,0.060136721,0.050679651,0.1590148,0.029589799,0.037622263,0.015994983,0.036143627,0.036451629,0.068358599,0.17960397,0.169896543,0.026075932,0.021975244,0.068950535,0.012830457,0.016313419,0.006935598,0.015672267,0.01580582,0.029641027,0.077878221,0.073668976,0.010563764,0.008902512,0.027932931,0.005197817,0.006608819,0.002809718,0.006349078,0.006403183,0.01200804,0.031549675,0.029844445,0.019746292,0.061956872,0.011529061,0.006232119,0.014202633,0.026634533,0.069979022,0.066196721,0.052213566,0.009716007,0.01235352,0.005252059,0.011969134,0.022446,0.058974157,0.055786659,0.03048539,0.038760972,0.016479102,0.037554906,0.070427601,0.185040024,0.175038783,0.007212721,0.003066465,0.006988294,0.013105312,0.034432626,0.032571575,0.003898889,0.00888534,0.016662887,0.043779726,0.041413473,0.007084173,0.018612809,0.017606804,0.016008,0.016144414,0.0424175,0.040124873,0.079546537,0.075247121
Surry County ,NC,0.422516988,0.2101997,0.005519925,0.048897371,0.339955143,0.213170249,0.088530711,0.134279704,0.173,0.464399649,0.083571319,0.139587367,0.04951033,0.15,0.094116991,0.166,0.02245657,0.904545645,0.006565925,0.008459245,0.022707922,0.004086418,0.006825455,0.002420925,0.007334606,0.004602073,0.008116964,0.001098067,0.044229904,0.045649076,0.05881224,0.157875049,0.0284105,0.047453443,0.016831291,0.050993271,0.031995555,0.056432554,0.007634226,0.307504944,0.028624438,0.036878453,0.098996189,0.017814919,0.029755874,0.010554129,0.031975537,0.020062942,0.035386261,0.004787073,0.19282222,0.011887878,0.015315813,0.041113631,0.007398628,0.012357769,0.004383185,0.013279607,0.008332244,0.014696098,0.001988096,0.080080069,0.023230389,0.062359447,0.011221932,0.006648232,0.012638002,0.022290431,0.003015462,0.121462121,0.080341139,0.014457838,0.024148614,0.008565287,0.016282239,0.028718,0.003884987,0.156486397,0.038810491,0.064824324,0.02299258,0.043707898,0.077090342,0.010428823,0.42007068,0.0116655,0.004137644,0.007865481,0.013872839,0.001876725,0.075594073,0.006911017,0.013137543,0.023171503,0.003134653,0.126263145,0.008218715,0.001111832,0.044784353,0.0249,0.015623421,0.002113545,0.085133114,0.003727791,0.150154577
Talladega County ,AL,-0.1113193,-0.120071196,0.000227536,0.057215734,0.372264873,0.182687739,0.073957838,0.106416765,0.262,0.395646303,0.064842832,0.143977094,0.05909125,0.101,0.067068444,0.17,0.315286704,0.610367851,0.006088713,0.014990522,0.022637194,0.00371003,0.008237755,0.003380949,0.005778789,0.00383737,0.009726675,0.01803936,0.034922645,0.039615224,0.097533397,0.147285221,0.024138709,0.053597615,0.021997597,0.037598752,0.024967226,0.063285028,0.117370165,0.227218511,0.019441038,0.047864188,0.072279729,0.01184599,0.02630285,0.010795247,0.018451462,0.012252582,0.031056916,0.057599015,0.111506723,0.007870354,0.019376954,0.029261145,0.004795636,0.010648235,0.004370261,0.007469742,0.004960237,0.012572832,0.023317923,0.045141487,0.027881192,0.0421034,0.006900364,0.0062883,0.007137207,0.01809085,0.033551791,0.064953372,0.103659331,0.016988822,0.037721999,0.015481908,0.017571932,0.04454,0.082605116,0.159916377,0.025654827,0.056964005,0.023379235,0.026535382,0.067259872,0.124742019,0.241489784,0.009335883,0.003831644,0.004348908,0.011023281,0.020444083,0.03957798,0.008507786,0.00965632,0.024476106,0.045394063,0.087878989,0.010045513,0.018630685,0.036067399,0.01717,0.011401635,0.021145789,0.040936422,0.05359874,0.103762535
