"Label","Ascension Parish, Louisiana!!Total!!Estimate","Ascension Parish, Louisiana!!Total!!Margin of Error","Ascension Parish, Louisiana!!With a disability!!Estimate","Ascension Parish, Louisiana!!With a disability!!Margin of Error","Ascension Parish, Louisiana!!Percent with a disability!!Estimate","Ascension Parish, Louisiana!!Percent with a disability!!Margin of Error","Bossier Parish, Louisiana!!Total!!Estimate","Bossier Parish, Louisiana!!Total!!Margin of Error","Bossier Parish, Louisiana!!With a disability!!Estimate","Bossier Parish, Louisiana!!With a disability!!Margin of Error","Bossier Parish, Louisiana!!Percent with a disability!!Estimate","Bossier Parish, Louisiana!!Percent with a disability!!Margin of Error","Caddo Parish, Louisiana!!Total!!Estimate","Caddo Parish, Louisiana!!Total!!Margin of Error","Caddo Parish, Louisiana!!With a disability!!Estimate","Caddo Parish, Louisiana!!With a disability!!Margin of Error","Caddo Parish, Louisiana!!Percent with a disability!!Estimate","Caddo Parish, Louisiana!!Percent with a disability!!Margin of Error","Calcasieu Parish, Louisiana!!Total!!Estimate","Calcasieu Parish, Louisiana!!Total!!Margin of Error","Calcasieu Parish, Louisiana!!With a disability!!Estimate","Calcasieu Parish, Louisiana!!With a disability!!Margin of Error","Calcasieu Parish, Louisiana!!Percent with a disability!!Estimate","Calcasieu Parish, Louisiana!!Percent with a disability!!Margin of Error","East Baton Rouge Parish, Louisiana!!Total!!Estimate","East Baton Rouge Parish, Louisiana!!Total!!Margin of Error","East Baton Rouge Parish, Louisiana!!With a disability!!Estimate","East Baton Rouge Parish, Louisiana!!With a disability!!Margin of Error","East Baton Rouge Parish, Louisiana!!Percent with a disability!!Estimate","East Baton Rouge Parish, Louisiana!!Percent with a disability!!Margin of Error","Iberia Parish, Louisiana!!Total!!Estimate","Iberia Parish, Louisiana!!Total!!Margin of Error","Iberia Parish, Louisiana!!With a disability!!Estimate","Iberia Parish, Louisiana!!With a disability!!Margin of Error","Iberia Parish, Louisiana!!Percent with a disability!!Estimate","Iberia Parish, Louisiana!!Percent with a disability!!Margin of Error","Jefferson Parish, Louisiana!!Total!!Estimate","Jefferson Parish, Louisiana!!Total!!Margin of Error","Jefferson Parish, Louisiana!!With a disability!!Estimate","Jefferson Parish, Louisiana!!With a disability!!Margin of Error","Jefferson Parish, Louisiana!!Percent with a disability!!Estimate","Jefferson Parish, Louisiana!!Percent with a disability!!Margin of Error","Lafayette Parish, Louisiana!!Total!!Estimate","Lafayette Parish, Louisiana!!Total!!Margin of Error","Lafayette Parish, Louisiana!!With a disability!!Estimate","Lafayette Parish, Louisiana!!With a disability!!Margin of Error","Lafayette Parish, Louisiana!!Percent with a disability!!Estimate","Lafayette Parish, Louisiana!!Percent with a disability!!Margin of Error","Lafourche Parish, Louisiana!!Total!!Estimate","Lafourche Parish, Louisiana!!Total!!Margin of Error","Lafourche Parish, Louisiana!!With a disability!!Estimate","Lafourche Parish, Louisiana!!With a disability!!Margin of Error","Lafourche Parish, Louisiana!!Percent with a disability!!Estimate","Lafourche Parish, Louisiana!!Percent with a disability!!Margin of Error","Livingston Parish, Louisiana!!Total!!Estimate","Livingston Parish, Louisiana!!Total!!Margin of Error","Livingston Parish, Louisiana!!With a disability!!Estimate","Livingston Parish, Louisiana!!With a disability!!Margin of Error","Livingston Parish, Louisiana!!Percent with a disability!!Estimate","Livingston Parish, Louisiana!!Percent with a disability!!Margin of Error","Orleans Parish, Louisiana!!Total!!Estimate","Orleans Parish, Louisiana!!Total!!Margin of Error","Orleans Parish, Louisiana!!With a disability!!Estimate","Orleans Parish, Louisiana!!With a disability!!Margin of Error","Orleans Parish, Louisiana!!Percent with a disability!!Estimate","Orleans Parish, Louisiana!!Percent with a disability!!Margin of Error","Ouachita Parish, Louisiana!!Total!!Estimate","Ouachita Parish, Louisiana!!Total!!Margin of Error","Ouachita Parish, Louisiana!!With a disability!!Estimate","Ouachita Parish, Louisiana!!With a disability!!Margin of Error","Ouachita Parish, Louisiana!!Percent with a disability!!Estimate","Ouachita Parish, Louisiana!!Percent with a disability!!Margin of Error","Rapides Parish, Louisiana!!Total!!Estimate","Rapides Parish, Louisiana!!Total!!Margin of Error","Rapides Parish, Louisiana!!With a disability!!Estimate","Rapides Parish, Louisiana!!With a disability!!Margin of Error","Rapides Parish, Louisiana!!Percent with a disability!!Estimate","Rapides Parish, Louisiana!!Percent with a disability!!Margin of Error","St. Landry Parish, Louisiana!!Total!!Estimate","St. Landry Parish, Louisiana!!Total!!Margin of Error","St. Landry Parish, Louisiana!!With a disability!!Estimate","St. Landry Parish, Louisiana!!With a disability!!Margin of Error","St. Landry Parish, Louisiana!!Percent with a disability!!Estimate","St. Landry Parish, Louisiana!!Percent with a disability!!Margin of Error","St. Tammany Parish, Louisiana!!Total!!Estimate","St. Tammany Parish, Louisiana!!Total!!Margin of Error","St. Tammany Parish, Louisiana!!With a disability!!Estimate","St. Tammany Parish, Louisiana!!With a disability!!Margin of Error","St. Tammany Parish, Louisiana!!Percent with a disability!!Estimate","St. Tammany Parish, Louisiana!!Percent with a disability!!Margin of Error","Tangipahoa Parish, Louisiana!!Total!!Estimate","Tangipahoa Parish, Louisiana!!Total!!Margin of Error","Tangipahoa Parish, Louisiana!!With a disability!!Estimate","Tangipahoa Parish, Louisiana!!With a disability!!Margin of Error","Tangipahoa Parish, Louisiana!!Percent with a disability!!Estimate","Tangipahoa Parish, Louisiana!!Percent with a disability!!Margin of Error","Terrebonne Parish, Louisiana!!Total!!Estimate","Terrebonne Parish, Louisiana!!Total!!Margin of Error","Terrebonne Parish, Louisiana!!With a disability!!Estimate","Terrebonne Parish, Louisiana!!With a disability!!Margin of Error","Terrebonne Parish, Louisiana!!Percent with a disability!!Estimate","Terrebonne Parish, Louisiana!!Percent with a disability!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!With a disability!!Estimate","United States!!With a disability!!Margin of Error","United States!!Percent with a disability!!Estimate","United States!!Percent with a disability!!Margin of Error"
"                Population 18 to 34 years","28,404","±1,573","1,096","±568","3.9%","±2.1","24,574","±1,867","747","±517","3.0%","±2.1","51,078","±1,293","2,994","±1,120","5.9%","±2.2","45,597","±1,571","1,339","±718","2.9%","±1.6","122,778","±909","5,204","±1,454","4.2%","±1.2","14,602","±1,281","338","±310","2.3%","±2.1","92,945","±967","6,677","±1,469","7.2%","±1.6","61,104","±1,340","2,504","±1,134","4.1%","±1.9","22,335","±1,091","1,231","±574","5.5%","±2.5","32,559","±1,171","1,987","±1,091","6.1%","±3.3","99,302","±455","4,053","±1,170","4.1%","±1.2","34,402","±1,211","1,658","±680","4.8%","±2.0","26,785","±1,026","1,183","±768","4.4%","±2.9","16,804","±1,231","352","±337","2.1%","±2.0","47,071","±1,342","4,507","±1,547","9.6%","±3.3","31,768","±1,546","2,533","±1,305","8.0%","±4.1","24,617","±1,335","1,711","±1,011","7.0%","±4.0","74,020,428","±40,229","3,207,512","±36,493","4.3%","±0.1"
"                Population 35 to 64 years","47,538","±1,690","3,143","±1,475","6.6%","±3.1","46,620","±1,634","1,459","±642","3.1%","±1.4","86,306","±1,041","4,422","±1,173","5.1%","±1.4","73,691","±1,650","4,008","±1,137","5.4%","±1.5","152,056","±1,118","8,465","±2,221","5.6%","±1.5","26,182","±1,272","1,190","±683","4.5%","±2.6","165,295","±833","11,254","±2,412","6.8%","±1.5","90,893","±1,466","4,985","±1,529","5.5%","±1.7","35,824","±1,242","2,631","±919","7.3%","±2.5","52,728","±1,311","2,636","±1,377","5.0%","±2.6","151,255","±586","11,620","±2,432","7.7%","±1.6","52,520","±1,729","2,801","±838","5.3%","±1.6","47,302","±1,158","2,514","±1,027","5.3%","±2.2","29,533","±1,287","866","±437","2.9%","±1.5","103,595","±1,355","6,687","±1,565","6.5%","±1.5","49,416","±1,601","4,007","±1,281","8.1%","±2.6","40,473","±1,688","2,959","±934","7.3%","±2.3","123,482,786","±47,507","5,877,927","±46,429","4.8%","±0.1"
"            Population 65 years and over","16,135","±1,109","1,141","±532","7.1%","±3.3","17,747","±603","859","±401","4.8%","±2.3","41,295","±768","5,535","±1,820","13.4%","±4.4","30,690","±358","3,047","±910","9.9%","±3.0","62,633","±845","6,046","±1,311","9.7%","±2.1","10,780","±674","921","±658","8.5%","±6.2","75,690","±627","6,991","±1,403","9.2%","±1.8","32,405","±729","3,112","±995","9.6%","±3.0","15,699","±629","1,593","±676","10.1%","±4.4","18,755","±633","1,768","±1,160","9.4%","±6.2","59,203","±433","4,878","±1,146","8.2%","±1.9","23,116","±484","1,362","±483","5.9%","±2.1","20,738","±681","2,412","±1,033","11.6%","±5.1","13,273","±484","1,133","±501","8.5%","±3.8","44,769","±634","3,918","±1,151","8.8%","±2.6","19,474","±511","2,327","±888","11.9%","±4.5","16,301","±718","1,563","±780","9.6%","±4.8","52,782,417","±26,301","4,357,615","±43,148","8.3%","±0.1"
"                Population 65 to 74 years","10,710","±1,239","544","±391","5.1%","±3.6","11,236","±536","305","±244","2.7%","±2.2","24,447","±750","1,818","±889","7.4%","±3.7","18,411","±482","896","±422","4.9%","±2.3","38,179","±470","2,908","±1,011","7.6%","±2.6","6,198","±795","293","±283","4.7%","±4.6","45,493","±676","2,485","±790","5.5%","±1.7","20,004","±749","854","±495","4.3%","±2.4","9,222","±553","580","±403","6.3%","±4.4","11,612","±548","1,326","±1,192","11.4%","±10.3","37,529","±444","1,692","±533","4.5%","±1.4","13,585","±424","585","±327","4.3%","±2.4","12,720","±700","1,657","±941","13.0%","±7.6","7,858","±166","532","±326","6.8%","±4.2","27,529","±448","1,943","±676","7.1%","±2.5","12,221","±434","1,102","±619","9.0%","±5.1","9,043","±775","484","±380","5.4%","±4.3","31,216,223","±24,889","1,606,770","±20,535","5.1%","±0.1"
"                Population 75 years and over","5,425","±587","597","±398","11.0%","±7.4","6,511","±414","554","±369","8.5%","±5.6","16,848","±714","3,717","±1,563","22.1%","±9.2","12,279","±229","2,151","±768","17.5%","±6.3","24,454","±667","3,138","±1,032","12.8%","±4.2","4,582","±580","628","±598","13.7%","±13.1","30,197","±634","4,506","±1,075","14.9%","±3.6","12,401","±716","2,258","±840","18.2%","±6.6","6,477","±421","1,013","±522","15.6%","±8.1","7,143","±516","442","±292","6.2%","±4.1","21,674","±559","3,186","±906","14.7%","±4.1","9,531","±254","777","±333","8.2%","±3.5","8,018","±379","755","±432","9.4%","±5.5","5,415","±451","601","±361","11.1%","±6.7","17,240","±631","1,975","±861","11.5%","±5.0","7,253","±509","1,225","±642","16.9%","±8.5","7,258","±817","1,079","±589","14.9%","±7.9","21,566,194","±17,007","2,750,845","±32,323","12.8%","±0.1"
"        With an ambulatory difficulty","(X)","(X)","7,247","±1,354","6.1%","±1.1","(X)","(X)","6,580","±1,520","5.9%","±1.4","(X)","(X)","21,124","±2,527","9.6%","±1.1","(X)","(X)","11,876","±2,203","6.4%","±1.2","(X)","(X)","26,606","±2,791","6.5%","±0.7","(X)","(X)","3,975","±1,081","6.2%","±1.7","(X)","(X)","34,535","±3,068","8.6%","±0.8","(X)","(X)","13,533","±2,021","6.0%","±0.9","(X)","(X)","9,017","±1,691","10.1%","±1.9","(X)","(X)","9,703","±2,307","7.4%","±1.8","(X)","(X)","27,739","±2,526","7.6%","±0.7","(X)","(X)","10,874","±1,874","7.9%","±1.3","(X)","(X)","12,435","±1,976","10.5%","±1.7","(X)","(X)","3,879","±1,039","5.2%","±1.4","(X)","(X)","24,043","±3,280","9.9%","±1.4","(X)","(X)","12,082","±2,012","9.7%","±1.6","(X)","(X)","7,506","±1,473","7.4%","±1.4","(X)","(X)","20,843,415","±86,983","6.9%","±0.1"
"            Population under 18 years","26,557","±1,133","223","±278","0.8%","±1.0","22,915","±511","0","±224","0.0%","±0.9","40,390","±835","295","±317","0.7%","±0.8","36,415","±567","212","±219","0.6%","±0.6","71,346","±577","471","±422","0.7%","±0.6","12,686","±400","392","±287","3.1%","±2.2","67,177","±806","135","±161","0.2%","±0.2","41,767","±574","0","±224","0.0%","±0.5","15,768","±1,679","136","±217","0.9%","±1.4","27,032","±757","0","±224","0.0%","±0.8","54,616","±57","910","±832","1.7%","±1.5","27,436","±472","99","±155","0.4%","±0.6","23,237","±189","394","±486","1.7%","±2.1","15,242","±135","0","±224","0.0%","±1.3","46,737","±278","162","±200","0.3%","±0.4","23,617","±458","250","±395","1.1%","±1.7","20,370","±1,318","0","±224","0.0%","±1.0","53,433,593","±32,613","329,766","±11,203","0.6%","±0.1"
"            Population 18 to 64 years","75,942","±1,136","3,104","±882","4.1%","±1.2","71,194","±2,163","2,855","±1,075","4.0%","±1.5","137,384","±1,356","8,673","±2,111","6.3%","±1.5","119,288","±1,039","5,764","±1,716","4.8%","±1.4","274,834","±908","11,387","±2,020","4.1%","±0.7","40,784","±1,098","1,691","±638","4.1%","±1.6","258,240","±715","15,997","±2,225","6.2%","±0.9","151,997","±1,101","5,719","±1,490","3.8%","±1.0","58,159","±802","4,251","±1,470","7.3%","±2.5","85,287","±1,325","4,593","±1,462","5.4%","±1.7","250,557","±679","11,641","±1,630","4.6%","±0.7","86,922","±2,809","5,226","±1,221","6.0%","±1.4","74,087","±1,493","5,237","±1,259","7.1%","±1.7","46,337","±712","2,007","±815","4.3%","±1.8","150,666","±1,403","11,992","±2,599","8.0%","±1.7","81,184","±744","6,954","±1,629","8.6%","±2.0","65,090","±1,266","4,185","±1,102","6.4%","±1.7","197,503,214","±33,702","9,246,129","±58,094","4.7%","±0.1"
"                Population 18 to 34 years","28,404","±1,573","172","±297","0.6%","±1.0","24,574","±1,867","0","±224","0.0%","±0.8","51,078","±1,293","1,011","±760","2.0%","±1.5","45,597","±1,571","747","±588","1.6%","±1.3","122,778","±909","1,493","±706","1.2%","±0.6","14,602","±1,281","0","±224","0.0%","±1.4","92,945","±967","2,377","±1,080","2.6%","±1.2","61,104","±1,340","404","±360","0.7%","±0.6","22,335","±1,091","210","±214","0.9%","±1.0","32,559","±1,171","402","±532","1.2%","±1.6","99,302","±455","1,308","±577","1.3%","±0.6","34,402","±1,211","1,109","±620","3.2%","±1.8","26,785","±1,026","398","±336","1.5%","±1.2","16,804","±1,231","435","±403","2.6%","±2.4","47,071","±1,342","1,158","±863","2.5%","±1.8","31,768","±1,546","635","±427","2.0%","±1.3","24,617","±1,335","218","±271","0.9%","±1.1","74,020,428","±40,229","945,681","±22,220","1.3%","±0.1"
"                Population 35 to 64 years","47,538","±1,690","2,932","±833","6.2%","±1.7","46,620","±1,634","2,855","±1,075","6.1%","±2.3","86,306","±1,041","7,662","±1,921","8.9%","±2.2","73,691","±1,650","5,017","±1,455","6.8%","±2.0","152,056","±1,118","9,894","±1,970","6.5%","±1.3","26,182","±1,272","1,691","±638","6.5%","±2.4","165,295","±833","13,620","±2,027","8.2%","±1.2","90,893","±1,466","5,315","±1,481","5.8%","±1.6","35,824","±1,242","4,041","±1,477","11.3%","±4.1","52,728","±1,311","4,191","±1,413","7.9%","±2.7","151,255","±586","10,333","±1,586","6.8%","±1.0","52,520","±1,729","4,117","±1,119","7.8%","±2.1","47,302","±1,158","4,839","±1,218","10.2%","±2.5","29,533","±1,287","1,572","±613","5.3%","±2.1","103,595","±1,355","10,834","±2,434","10.5%","±2.3","49,416","±1,601","6,319","±1,518","12.8%","±3.2","40,473","±1,688","3,967","±995","9.8%","±2.4","123,482,786","±47,507","8,300,448","±48,888","6.7%","±0.1"
"            Population 65 years and over","16,135","±1,109","3,920","±1,080","24.3%","±6.4","17,747","±603","3,725","±915","21.0%","±5.2","41,295","±768","12,156","±2,041","29.4%","±4.9","30,690","±358","5,900","±1,195","19.2%","±3.9","62,633","±845","14,748","±1,886","23.5%","±3.0","10,780","±674","1,892","±855","17.6%","±8.1","75,690","±627","18,403","±1,953","24.3%","±2.5","32,405","±729","7,814","±1,417","24.1%","±4.4","15,699","±629","4,630","±883","29.5%","±5.7","18,755","±633","5,110","±1,647","27.2%","±8.8","59,203","±433","15,188","±1,510","25.7%","±2.5","23,116","±484","5,549","±1,154","24.0%","±5.1","20,738","±681","6,804","±1,254","32.8%","±5.7","13,273","±484","1,872","±600","14.1%","±4.5","44,769","±634","11,889","±1,808","26.6%","±4.1","19,474","±511","4,878","±1,009","25.0%","±5.1","16,301","±718","3,321","±890","20.4%","±5.5","52,782,417","±26,301","11,267,520","±60,416","21.3%","±0.1"
"                Population 65 to 74 years","10,710","±1,239","1,934","±845","18.1%","±7.4","11,236","±536","2,115","±653","18.8%","±5.9","24,447","±750","5,687","±1,274","23.3%","±5.2","18,411","±482","2,503","±735","13.6%","±4.0","38,179","±470","6,698","±1,432","17.5%","±3.8","6,198","±795","569","±421","9.2%","±6.8","45,493","±676","7,379","±1,248","16.2%","±2.7","20,004","±749","3,140","±1,177","15.7%","±5.7","9,222","±553","1,933","±607","21.0%","±6.6","11,612","±548","2,910","±1,603","25.1%","±13.8","37,529","±444","7,329","±1,050","19.5%","±2.8","13,585","±424","2,394","±716","17.6%","±5.3","12,720","±700","4,165","±982","32.7%","±7.0","7,858","±166","893","±410","11.4%","±5.2","27,529","±448","6,281","±1,243","22.8%","±4.5","12,221","±434","2,563","±801","21.0%","±6.5","9,043","±775","1,070","±593","11.8%","±6.6","31,216,223","±24,889","4,610,453","±40,868","14.8%","±0.1"
"                Population 75 years and over","5,425","±587","1,986","±793","36.6%","±12.8","6,511","±414","1,610","±575","24.7%","±8.9","16,848","±714","6,469","±1,525","38.4%","±8.9","12,279","±229","3,397","±852","27.7%","±7.0","24,454","±667","8,050","±1,372","32.9%","±5.3","4,582","±580","1,323","±764","28.9%","±16.0","30,197","±634","11,024","±1,322","36.5%","±4.3","12,401","±716","4,674","±943","37.7%","±7.3","6,477","±421","2,697","±649","41.6%","±9.8","7,143","±516","2,200","±818","30.8%","±11.9","21,674","±559","7,859","±980","36.3%","±4.2","9,531","±254","3,155","±900","33.1%","±9.6","8,018","±379","2,639","±733","32.9%","±8.9","5,415","±451","979","±405","18.1%","±7.5","17,240","±631","5,608","±1,212","32.5%","±7.2","7,253","±509","2,315","±669","31.9%","±8.9","7,258","±817","2,251","±675","31.0%","±9.0","21,566,194","±17,007","6,657,067","±39,845","30.9%","±0.2"
"        With a self-care difficulty","(X)","(X)","3,453","±1,278","2.9%","±1.1","(X)","(X)","1,761","±677","1.6%","±0.6","(X)","(X)","9,400","±2,096","4.3%","±1.0","(X)","(X)","4,840","±1,318","2.6%","±0.7","(X)","(X)","11,121","±2,262","2.7%","±0.6","(X)","(X)","2,106","±804","3.3%","±1.2","(X)","(X)","11,635","±1,721","2.9%","±0.4","(X)","(X)","5,530","±1,085","2.4%","±0.5","(X)","(X)","1,462","±558","1.6%","±0.6","(X)","(X)","3,403","±1,207","2.6%","±0.9","(X)","(X)","11,914","±1,928","3.3%","±0.5","(X)","(X)","3,668","±994","2.7%","±0.7","(X)","(X)","6,179","±1,737","5.2%","±1.5","(X)","(X)","1,428","±560","1.9%","±0.8","(X)","(X)","8,933","±2,188","3.7%","±0.9","(X)","(X)","6,446","±2,016","5.2%","±1.6","(X)","(X)","2,397","±802","2.4%","±0.8","(X)","(X)","8,004,156","±51,486","2.6%","±0.1"
"            Population under 18 years","26,557","±1,133","528","±631","2.0%","±2.4","22,915","±511","15","±27","0.1%","±0.1","40,390","±835","569","±523","1.4%","±1.3","36,415","±567","362","±402","1.0%","±1.1","71,346","±577","1,219","±727","1.7%","±1.0","12,686","±400","392","±287","3.1%","±2.2","67,177","±806","292","±225","0.4%","±0.3","41,767","±574","48","±84","0.1%","±0.2","15,768","±1,679","136","±217","0.9%","±1.4","27,032","±757","376","±310","1.4%","±1.1","54,616","±57","1,085","±854","2.0%","±1.6","27,436","±472","168","±185","0.6%","±0.7","23,237","±189","502","±508","2.2%","±2.2","15,242","±135","0","±224","0.0%","±1.3","46,737","±278","304","±298","0.7%","±0.6","23,617","±458","869","±802","3.7%","±3.4","20,370","±1,318","0","±224","0.0%","±1.0","53,433,593","±32,613","557,499","±15,739","1.0%","±0.1"
"            Population 18 to 64 years","75,942","±1,136","2,232","±957","2.9%","±1.3","71,194","±2,163","493","±303","0.7%","±0.4","137,384","±1,356","3,195","±994","2.3%","±0.7","119,288","±1,039","2,387","±944","2.0%","±0.8","274,834","±908","4,432","±1,355","1.6%","±0.5","40,784","±1,098","693","±487","1.7%","±1.2","258,240","±715","5,905","±1,599","2.3%","±0.6","151,997","±1,101","2,373","±867","1.6%","±0.6","58,159","±802","738","±417","1.3%","±0.7","85,287","±1,325","2,186","±1,192","2.6%","±1.4","250,557","±679","4,593","±1,044","1.8%","±0.4","86,922","±2,809","1,634","±695","1.9%","±0.8","74,087","±1,493","2,230","±929","3.0%","±1.3","46,337","±712","562","±391","1.2%","±0.8","150,666","±1,403","5,275","±1,793","3.5%","±1.2","81,184","±744","3,479","±1,461","4.3%","±1.8","65,090","±1,266","1,357","±662","2.1%","±1.0","197,503,214","±33,702","3,463,855","±30,537","1.8%","±0.1"
"                Population 18 to 34 years","28,404","±1,573","172","±297","0.6%","±1.0","24,574","±1,867","0","±224","0.0%","±0.8","51,078","±1,293","267","±383","0.5%","±0.7","45,597","±1,571","469","±413","1.0%","±0.9","122,778","±909","469","±470","0.4%","±0.4","14,602","±1,281","0","±224","0.0%","±1.4","92,945","±967","1,869","±1,188","2.0%","±1.3","61,104","±1,340","288","±363","0.5%","±0.6","22,335","±1,091","57","±81","0.3%","±0.4","32,559","±1,171","298","±513","0.9%","±1.6","99,302","±455","642","±399","0.6%","±0.4","34,402","±1,211","341","±362","1.0%","±1.1","26,785","±1,026","468","±456","1.7%","±1.7","16,804","±1,231","64","±99","0.4%","±0.6","47,071","±1,342","1,564","±1,007","3.3%","±2.1","31,768","±1,546","562","±635","1.8%","±2.0","24,617","±1,335","88","±143","0.4%","±0.6","74,020,428","±40,229","635,785","±13,720","0.9%","±0.1"
"                Population 35 to 64 years","47,538","±1,690","2,060","±910","4.3%","±1.9","46,620","±1,634","493","±303","1.1%","±0.7","86,306","±1,041","2,928","±890","3.4%","±1.0","73,691","±1,650","1,918","±826","2.6%","±1.1","152,056","±1,118","3,963","±1,297","2.6%","±0.9","26,182","±1,272","693","±487","2.6%","±1.8","165,295","±833","4,036","±1,260","2.4%","±0.8","90,893","±1,466","2,085","±784","2.3%","±0.9","35,824","±1,242","681","±407","1.9%","±1.1","52,728","±1,311","1,888","±1,086","3.6%","±2.1","151,255","±586","3,951","±971","2.6%","±0.6","52,520","±1,729","1,293","±624","2.5%","±1.2","47,302","±1,158","1,762","±741","3.7%","±1.6","29,533","±1,287","498","±328","1.7%","±1.1","103,595","±1,355","3,711","±1,624","3.6%","±1.6","49,416","±1,601","2,917","±1,309","5.9%","±2.7","40,473","±1,688","1,269","±624","3.1%","±1.6","123,482,786","±47,507","2,828,070","±26,280","2.3%","±0.1"
"            Population 65 years and over","16,135","±1,109","693","±422","4.3%","±2.7","17,747","±603","1,253","±544","7.1%","±3.1","41,295","±768","5,636","±1,746","13.6%","±4.2","30,690","±358","2,091","±822","6.8%","±2.7","62,633","±845","5,470","±1,430","8.7%","±2.3","10,780","±674","1,021","±680","9.5%","±6.4","75,690","±627","5,438","±1,054","7.2%","±1.4","32,405","±729","3,109","±841","9.6%","±2.6","15,699","±629","588","±296","3.7%","±1.9","18,755","±633","841","±414","4.5%","±2.2","59,203","±433","6,236","±1,306","10.5%","±2.2","23,116","±484","1,866","±627","8.1%","±2.7","20,738","±681","3,447","±1,218","16.6%","±5.7","13,273","±484","866","±414","6.5%","±3.1","44,769","±634","3,354","±907","7.5%","±2.0","19,474","±511","2,098","±927","10.8%","±4.8","16,301","±718","1,040","±494","6.4%","±3.0","52,782,417","±26,301","3,982,802","±36,527","7.5%","±0.1"
"                Population 65 to 74 years","10,710","±1,239","223","±230","2.1%","±2.2","11,236","±536","493","±392","4.4%","±3.5","24,447","±750","2,598","±937","10.6%","±3.8","18,411","±482","211","±174","1.1%","±0.9","38,179","±470","2,488","±825","6.5%","±2.2","6,198","±795","217","±262","3.5%","±4.3","45,493","±676","1,355","±590","3.0%","±1.3","20,004","±749","602","±374","3.0%","±1.8","9,222","±553","219","±177","2.4%","±1.9","11,612","±548","421","±294","3.6%","±2.5","37,529","±444","1,755","±666","4.7%","±1.8","13,585","±424","818","±422","6.0%","±3.1","12,720","±700","2,200","±974","17.3%","±7.4","7,858","±166","457","±264","5.8%","±3.3","27,529","±448","1,385","±592","5.0%","±2.1","12,221","±434","1,400","±773","11.5%","±6.3","9,043","±775","210","±209","2.3%","±2.3","31,216,223","±24,889","1,306,331","±18,273","4.2%","±0.1"
"                Population 75 years and over","5,425","±587","470","±360","8.7%","±6.6","6,511","±414","760","±463","11.7%","±7.1","16,848","±714","3,038","±1,481","18.0%","±8.8","12,279","±229","1,880","±770","15.3%","±6.3","24,454","±667","2,982","±1,082","12.2%","±4.4","4,582","±580","804","±631","17.5%","±13.7","30,197","±634","4,083","±848","13.5%","±2.8","12,401","±716","2,507","±757","20.2%","±6.0","6,477","±421","369","±233","5.7%","±3.5","7,143","±516","420","±304","5.9%","±4.4","21,674","±559","4,481","±1,074","20.7%","±4.8","9,531","±254","1,048","±480","11.0%","±5.1","8,018","±379","1,247","±549","15.6%","±6.7","5,415","±451","409","±334","7.6%","±6.2","17,240","±631","1,969","±687","11.4%","±4.0","7,253","±509","698","±380","9.6%","±5.4","7,258","±817","830","±457","11.4%","±6.5","21,566,194","±17,007","2,676,471","±30,950","12.4%","±0.1"
"        With an independent living difficulty","(X)","(X)","6,029","±1,786","6.5%","±1.9","(X)","(X)","2,849","±846","3.2%","±0.9","(X)","(X)","14,893","±2,536","8.3%","±1.4","(X)","(X)","9,154","±1,829","6.1%","±1.2","(X)","(X)","19,968","±2,571","5.9%","±0.8","(X)","(X)","2,477","±864","4.8%","±1.7","(X)","(X)","23,199","±2,493","6.9%","±0.7","(X)","(X)","11,251","±1,914","6.1%","±1.0","(X)","(X)","6,523","±1,235","8.8%","±1.7","(X)","(X)","5,080","±1,561","4.9%","±1.5","(X)","(X)","15,715","±1,772","5.1%","±0.6","(X)","(X)","6,691","±1,202","6.1%","±1.1","(X)","(X)","8,616","±1,547","9.1%","±1.7","(X)","(X)","2,894","±816","4.9%","±1.4","(X)","(X)","14,611","±2,660","7.5%","±1.4","(X)","(X)","7,865","±1,730","7.8%","±1.7","(X)","(X)","6,561","±1,570","8.1%","±1.9","(X)","(X)","14,690,563","±73,159","5.9%","±0.1"
"            Population 18 to 64 years","75,942","±1,136","3,508","±1,442","4.6%","±1.9","71,194","±2,163","1,307","±675","1.8%","±0.9","137,384","±1,356","8,088","±1,851","5.9%","±1.4","119,288","±1,039","4,900","±1,463","4.1%","±1.2","274,834","±908","9,651","±1,948","3.5%","±0.7","40,784","±1,098","1,025","±564","2.5%","±1.4","258,240","±715","13,757","±2,129","5.3%","±0.8","151,997","±1,101","5,617","±1,400","3.7%","±0.9","58,159","±802","3,538","±1,098","6.1%","±1.9","85,287","±1,325","3,399","±1,267","4.0%","±1.5","250,557","±679","7,442","±1,437","3.0%","±0.6","86,922","±2,809","3,700","±860","4.3%","±1.0","74,087","±1,493","3,712","±1,220","5.0%","±1.6","46,337","±712","1,141","±541","2.5%","±1.2","150,666","±1,403","8,553","±2,291","5.7%","±1.5","81,184","±744","4,867","±1,531","6.0%","±1.9","65,090","±1,266","4,087","±1,391","6.3%","±2.1","197,503,214","±33,702","7,399,130","±48,305","3.7%","±0.1"
