"Label","Aiken County, South Carolina!!Total!!Estimate","Aiken County, South Carolina!!Total!!Margin of Error","Aiken County, South Carolina!!With a disability!!Estimate","Aiken County, South Carolina!!With a disability!!Margin of Error","Aiken County, South Carolina!!Percent with a disability!!Estimate","Aiken County, South Carolina!!Percent with a disability!!Margin of Error","Anderson County, South Carolina!!Total!!Estimate","Anderson County, South Carolina!!Total!!Margin of Error","Anderson County, South Carolina!!With a disability!!Estimate","Anderson County, South Carolina!!With a disability!!Margin of Error","Anderson County, South Carolina!!Percent with a disability!!Estimate","Anderson County, South Carolina!!Percent with a disability!!Margin of Error","Beaufort County, South Carolina!!Total!!Estimate","Beaufort County, South Carolina!!Total!!Margin of Error","Beaufort County, South Carolina!!With a disability!!Estimate","Beaufort County, South Carolina!!With a disability!!Margin of Error","Beaufort County, South Carolina!!Percent with a disability!!Estimate","Beaufort County, South Carolina!!Percent with a disability!!Margin of Error","Berkeley County, South Carolina!!Total!!Estimate","Berkeley County, South Carolina!!Total!!Margin of Error","Berkeley County, South Carolina!!With a disability!!Estimate","Berkeley County, South Carolina!!With a disability!!Margin of Error","Berkeley County, South Carolina!!Percent with a disability!!Estimate","Berkeley County, South Carolina!!Percent with a disability!!Margin of Error","Charleston County, South Carolina!!Total!!Estimate","Charleston County, South Carolina!!Total!!Margin of Error","Charleston County, South Carolina!!With a disability!!Estimate","Charleston County, South Carolina!!With a disability!!Margin of Error","Charleston County, South Carolina!!Percent with a disability!!Estimate","Charleston County, South Carolina!!Percent with a disability!!Margin of Error","Darlington County, South Carolina!!Total!!Estimate","Darlington County, South Carolina!!Total!!Margin of Error","Darlington County, South Carolina!!With a disability!!Estimate","Darlington County, South Carolina!!With a disability!!Margin of Error","Darlington County, South Carolina!!Percent with a disability!!Estimate","Darlington County, South Carolina!!Percent with a disability!!Margin of Error","Dorchester County, South Carolina!!Total!!Estimate","Dorchester County, South Carolina!!Total!!Margin of Error","Dorchester County, South Carolina!!With a disability!!Estimate","Dorchester County, South Carolina!!With a disability!!Margin of Error","Dorchester County, South Carolina!!Percent with a disability!!Estimate","Dorchester County, South Carolina!!Percent with a disability!!Margin of Error","Florence County, South Carolina!!Total!!Estimate","Florence County, South Carolina!!Total!!Margin of Error","Florence County, South Carolina!!With a disability!!Estimate","Florence County, South Carolina!!With a disability!!Margin of Error","Florence County, South Carolina!!Percent with a disability!!Estimate","Florence County, South Carolina!!Percent with a disability!!Margin of Error","Greenville County, South Carolina!!Total!!Estimate","Greenville County, South Carolina!!Total!!Margin of Error","Greenville County, South Carolina!!With a disability!!Estimate","Greenville County, South Carolina!!With a disability!!Margin of Error","Greenville County, South Carolina!!Percent with a disability!!Estimate","Greenville County, South Carolina!!Percent with a disability!!Margin of Error","Greenwood County, South Carolina!!Total!!Estimate","Greenwood County, South Carolina!!Total!!Margin of Error","Greenwood County, South Carolina!!With a disability!!Estimate","Greenwood County, South Carolina!!With a disability!!Margin of Error","Greenwood County, South Carolina!!Percent with a disability!!Estimate","Greenwood County, South Carolina!!Percent with a disability!!Margin of Error","Horry County, South Carolina!!Total!!Estimate","Horry County, South Carolina!!Total!!Margin of Error","Horry County, South Carolina!!With a disability!!Estimate","Horry County, South Carolina!!With a disability!!Margin of Error","Horry County, South Carolina!!Percent with a disability!!Estimate","Horry County, South Carolina!!Percent with a disability!!Margin of Error","Kershaw County, South Carolina!!Total!!Estimate","Kershaw County, South Carolina!!Total!!Margin of Error","Kershaw County, South Carolina!!With a disability!!Estimate","Kershaw County, South Carolina!!With a disability!!Margin of Error","Kershaw County, South Carolina!!Percent with a disability!!Estimate","Kershaw County, South Carolina!!Percent with a disability!!Margin of Error","Lancaster County, South Carolina!!Total!!Estimate","Lancaster County, South Carolina!!Total!!Margin of Error","Lancaster County, South Carolina!!With a disability!!Estimate","Lancaster County, South Carolina!!With a disability!!Margin of Error","Lancaster County, South Carolina!!Percent with a disability!!Estimate","Lancaster County, South Carolina!!Percent with a disability!!Margin of Error","Laurens County, South Carolina!!Total!!Estimate","Laurens County, South Carolina!!Total!!Margin of Error","Laurens County, South Carolina!!With a disability!!Estimate","Laurens County, South Carolina!!With a disability!!Margin of Error","Laurens County, South Carolina!!Percent with a disability!!Estimate","Laurens County, South Carolina!!Percent with a disability!!Margin of Error","Lexington County, South Carolina!!Total!!Estimate","Lexington County, South Carolina!!Total!!Margin of Error","Lexington County, South Carolina!!With a disability!!Estimate","Lexington County, South Carolina!!With a disability!!Margin of Error","Lexington County, South Carolina!!Percent with a disability!!Estimate","Lexington County, South Carolina!!Percent with a disability!!Margin of Error","Oconee County, South Carolina!!Total!!Estimate","Oconee County, South Carolina!!Total!!Margin of Error","Oconee County, South Carolina!!With a disability!!Estimate","Oconee County, South Carolina!!With a disability!!Margin of Error","Oconee County, South Carolina!!Percent with a disability!!Estimate","Oconee County, South Carolina!!Percent with a disability!!Margin of Error","Orangeburg County, South Carolina!!Total!!Estimate","Orangeburg County, South Carolina!!Total!!Margin of Error","Orangeburg County, South Carolina!!With a disability!!Estimate","Orangeburg County, South Carolina!!With a disability!!Margin of Error","Orangeburg County, South Carolina!!Percent with a disability!!Estimate","Orangeburg County, South Carolina!!Percent with a disability!!Margin of Error","Pickens County, South Carolina!!Total!!Estimate","Pickens County, South Carolina!!Total!!Margin of Error","Pickens County, South Carolina!!With a disability!!Estimate","Pickens County, South Carolina!!With a disability!!Margin of Error","Pickens County, South Carolina!!Percent with a disability!!Estimate","Pickens County, South Carolina!!Percent with a disability!!Margin of Error","Richland County, South Carolina!!Total!!Estimate","Richland County, South Carolina!!Total!!Margin of Error","Richland County, South Carolina!!With a disability!!Estimate","Richland County, South Carolina!!With a disability!!Margin of Error","Richland County, South Carolina!!Percent with a disability!!Estimate","Richland County, South Carolina!!Percent with a disability!!Margin of Error","Spartanburg County, South Carolina!!Total!!Estimate","Spartanburg County, South Carolina!!Total!!Margin of Error","Spartanburg County, South Carolina!!With a disability!!Estimate","Spartanburg County, South Carolina!!With a disability!!Margin of Error","Spartanburg County, South Carolina!!Percent with a disability!!Estimate","Spartanburg County, South Carolina!!Percent with a disability!!Margin of Error","Sumter County, South Carolina!!Total!!Estimate","Sumter County, South Carolina!!Total!!Margin of Error","Sumter County, South Carolina!!With a disability!!Estimate","Sumter County, South Carolina!!With a disability!!Margin of Error","Sumter County, South Carolina!!Percent with a disability!!Estimate","Sumter County, South Carolina!!Percent with a disability!!Margin of Error","York County, South Carolina!!Total!!Estimate","York County, South Carolina!!Total!!Margin of Error","York County, South Carolina!!With a disability!!Estimate","York County, South Carolina!!With a disability!!Margin of Error","York County, South Carolina!!Percent with a disability!!Estimate","York County, South Carolina!!Percent with a disability!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!With a disability!!Estimate","United States!!With a disability!!Margin of Error","United States!!Percent with a disability!!Estimate","United States!!Percent with a disability!!Margin of Error"
"                Population 65 to 74 years","19,828","±407","604","±448","3.0%","±2.2","21,983","±792","2,452","±931","11.2%","±4.3","31,471","±772","166","±195","0.5%","±0.6","20,019","±642","940","±464","4.7%","±2.3","42,852","±442","1,945","±789","4.5%","±1.8","7,630","±406","139","±216","1.8%","±2.8","15,204","±810","1,472","±834","9.7%","±5.4","14,490","±304","492","±327","3.4%","±2.3","49,711","±773","2,119","±753","4.3%","±1.5","8,004","±729","393","±276","4.9%","±3.4","57,648","±865","2,227","±810","3.9%","±1.4","7,950","±542","281","±190","3.5%","±2.4","11,965","±561","156","±135","1.3%","±1.1","6,849","±454","772","±420","11.3%","±6.3","29,167","±787","1,677","±706","5.7%","±2.4","11,432","±637","702","±472","6.1%","±4.2","10,225","±201","640","±398","6.3%","±3.9","12,149","±680","1,507","±977","12.4%","±7.6","33,870","±752","2,221","±841","6.6%","±2.5","30,977","±648","2,663","±947","8.6%","±3.1","10,718","±488","154","±117","1.4%","±1.1","26,215","±385","1,018","±669","3.9%","±2.6","31,216,223","±24,889","1,606,770","±20,535","5.1%","±0.1"
"                Population 75 years and over","12,825","±602","1,490","±825","11.6%","±6.5","14,432","±741","1,522","±613","10.5%","±4.2","21,934","±527","934","±471","4.3%","±2.1","11,391","±381","1,315","±563","11.5%","±4.9","25,523","±396","3,974","±844","15.6%","±3.3","4,972","±409","292","±214","5.9%","±4.3","8,417","±1,020","1,372","±918","16.3%","±9.9","8,841","±242","1,102","±490","12.5%","±5.5","33,153","±679","4,151","±1,060","12.5%","±3.2","5,752","±729","875","±449","15.2%","±7.6","30,332","±866","4,021","±966","13.3%","±3.2","4,260","±591","550","±380","12.9%","±9.0","8,531","±544","808","±760","9.5%","±8.8","4,849","±511","278","±199","5.7%","±4.0","18,369","±832","2,043","±710","11.1%","±3.9","7,290","±336","966","±446","13.3%","±5.9","6,756","±173","2,173","±667","32.2%","±9.8","9,095","±527","1,606","±720","17.7%","±7.8","20,396","±904","2,959","±874","14.5%","±4.3","19,687","±501","3,186","±826","16.2%","±4.2","6,824","±294","1,467","±706","21.5%","±10.3","15,304","±365","2,361","±822","15.4%","±5.4","21,566,194","±17,007","2,750,845","±32,323","12.8%","±0.1"
"        With an ambulatory difficulty","(X)","(X)","12,443","±1,939","7.8%","±1.2","(X)","(X)","19,324","±2,849","10.2%","±1.5","(X)","(X)","13,358","±2,476","7.5%","±1.4","(X)","(X)","15,164","±1,894","7.3%","±0.9","(X)","(X)","22,723","±2,292","6.0%","±0.6","(X)","(X)","6,013","±1,302","9.7%","±2.1","(X)","(X)","9,943","±1,988","6.6%","±1.3","(X)","(X)","7,942","±1,436","6.2%","±1.1","(X)","(X)","32,537","±2,801","6.7%","±0.6","(X)","(X)","5,989","±1,200","9.2%","±1.8","(X)","(X)","29,671","±2,433","8.8%","±0.7","(X)","(X)","5,979","±1,409","9.6%","±2.3","(X)","(X)","7,726","±2,024","8.6%","±2.2","(X)","(X)","7,948","±1,287","12.7%","±2.0","(X)","(X)","22,487","±2,247","8.0%","±0.8","(X)","(X)","7,120","±1,566","9.4%","±2.1","(X)","(X)","7,601","±1,192","9.4%","±1.5","(X)","(X)","10,600","±1,942","8.9%","±1.6","(X)","(X)","23,666","±2,824","6.5%","±0.8","(X)","(X)","24,951","±2,566","8.4%","±0.9","(X)","(X)","6,284","±1,294","6.7%","±1.4","(X)","(X)","13,352","±1,952","5.1%","±0.7","(X)","(X)","20,843,415","±86,983","6.9%","±0.1"
"            Population under 18 years","27,278","±653","153","±186","0.6%","±0.7","34,392","±442","110","±178","0.3%","±0.5","25,606","±834","314","±350","1.2%","±1.4","40,092","±943","207","±235","0.5%","±0.6","56,937","±408","431","±436","0.8%","±0.8","10,792","±41","0","±218","0.0%","±1.8","29,638","±252","123","±159","0.4%","±0.5","23,685","±755","0","±218","0.0%","±0.8","87,876","±358","620","±401","0.7%","±0.5","11,244","±732","0","±218","0.0%","±1.7","47,149","±594","464","±391","1.0%","±0.8","11,503","±8","0","±218","0.0%","±1.7","15,230","±274","0","±218","0.0%","±1.3","10,769","±532","62","±118","0.6%","±1.1","52,529","±665","204","±159","0.4%","±0.3","12,759","±463","0","±218","0.0%","±1.5","14,768","±615","170","±271","1.2%","±1.8","16,577","±568","251","±246","1.5%","±1.5","63,781","±1,141","113","±150","0.2%","±0.2","53,832","±147","62","±75","0.1%","±0.1","18,324","±381","191","±233","1.0%","±1.3","50,730","±371","94","±155","0.2%","±0.3","53,433,593","±32,613","329,766","±11,203","0.6%","±0.1"
"            Population 18 to 64 years","99,004","±1,216","5,984","±1,454","6.0%","±1.5","119,246","±809","10,621","±2,409","8.9%","±2.0","98,365","±1,746","5,271","±1,461","5.4%","±1.5","135,877","±1,720","8,760","±1,470","6.4%","±1.1","253,192","±2,082","8,723","±1,899","3.4%","±0.7","38,661","±330","2,862","±971","7.4%","±2.5","97,440","±1,103","4,786","±1,330","4.9%","±1.4","80,962","±815","3,889","±1,138","4.8%","±1.4","316,371","±1,298","14,930","±1,893","4.7%","±0.6","40,059","±1,242","1,920","±627","4.8%","±1.6","201,921","±1,233","13,672","±1,817","6.8%","±0.9","38,342","±346","3,106","±919","8.1%","±2.4","54,465","±719","4,457","±1,537","8.2%","±2.8","39,991","±449","3,838","±925","9.6%","±2.3","179,881","±1,046","10,624","±1,803","5.9%","±1.0","43,950","±788","3,114","±1,049","7.1%","±2.4","49,118","±895","2,590","±749","5.3%","±1.5","81,311","±597","4,366","±1,209","5.4%","±1.5","248,607","±2,802","11,771","±1,986","4.7%","±0.8","191,413","±1,447","12,542","±1,978","6.6%","±1.0","58,471","±1,292","2,616","±895","4.5%","±1.5","170,324","±1,133","6,422","±1,430","3.8%","±0.8","197,503,214","±33,702","9,246,129","±58,094","4.7%","±0.1"
"                Population 18 to 34 years","35,828","±1,715","659","±643","1.8%","±1.8","41,665","±888","853","±655","2.0%","±1.6","34,770","±1,914","1,261","±872","3.6%","±2.5","50,143","±1,621","524","±451","1.0%","±0.9","98,807","±1,484","443","±411","0.4%","±0.4","14,390","±978","978","±687","6.8%","±4.9","33,854","±1,357","531","±498","1.6%","±1.5","29,891","±614","108","±143","0.4%","±0.5","117,461","±801","1,645","±824","1.4%","±0.7","15,334","±1,251","212","±294","1.4%","±1.9","64,459","±1,520","811","±670","1.3%","±1.0","12,162","±508","280","±417","2.3%","±3.4","16,970","±812","455","±504","2.7%","±3.0","14,166","±1,035","225","±327","1.6%","±2.3","61,799","±1,082","1,495","±658","2.4%","±1.1","14,697","±996","40","±65","0.3%","±0.4","18,368","±361","62","±60","0.3%","±0.3","38,368","±784","555","±427","1.4%","±1.1","107,177","±2,143","977","±661","0.9%","±0.6","71,317","±672","1,108","±706","1.6%","±1.0","21,215","±1,219","268","±225","1.3%","±1.1","57,217","±998","954","±515","1.7%","±0.9","74,020,428","±40,229","945,681","±22,220","1.3%","±0.1"
"                Population 35 to 64 years","63,176","±1,358","5,325","±1,293","8.4%","±2.1","77,581","±748","9,768","±2,135","12.6%","±2.8","63,595","±1,815","4,010","±1,110","6.3%","±1.7","85,734","±1,283","8,236","±1,358","9.6%","±1.6","154,385","±1,539","8,280","±1,814","5.4%","±1.2","24,271","±1,069","1,884","±776","7.8%","±3.1","63,586","±1,109","4,255","±1,215","6.7%","±1.9","51,071","±524","3,781","±1,115","7.4%","±2.2","198,910","±1,034","13,285","±1,698","6.7%","±0.9","24,725","±1,199","1,708","±537","6.9%","±2.2","137,462","±1,501","12,861","±1,833","9.4%","±1.3","26,180","±663","2,826","±838","10.8%","±3.2","37,495","±894","4,002","±1,399","10.7%","±3.7","25,825","±1,103","3,613","±850","14.0%","±3.3","118,082","±1,194","9,129","±1,624","7.7%","±1.4","29,253","±1,151","3,074","±1,038","10.5%","±3.6","30,750","±646","2,528","±743","8.2%","±2.4","42,943","±904","3,811","±1,121","8.9%","±2.6","141,430","±2,024","10,794","±1,849","7.6%","±1.3","120,096","±1,380","11,434","±1,763","9.5%","±1.5","37,256","±1,133","2,348","±835","6.3%","±2.3","113,107","±878","5,468","±1,298","4.8%","±1.1","123,482,786","±47,507","8,300,448","±48,888","6.7%","±0.1"
"            Population 65 years and over","32,653","±576","6,306","±1,127","19.3%","±3.4","36,415","±808","8,593","±1,665","23.6%","±4.6","53,405","±711","7,773","±1,741","14.6%","±3.3","31,410","±761","6,197","±1,119","19.7%","±3.6","68,375","±583","13,569","±1,682","19.8%","±2.4","12,602","±261","3,151","±853","25.0%","±6.8","23,621","±734","5,034","±1,487","21.3%","±6.0","23,331","±351","4,053","±907","17.4%","±3.9","82,864","±864","16,987","±1,766","20.5%","±2.1","13,756","±666","4,069","±951","29.6%","±6.5","87,980","±832","15,535","±1,739","17.7%","±2.0","12,210","±251","2,873","±828","23.5%","±6.8","20,496","±301","3,269","±1,106","15.9%","±5.4","11,698","±340","4,048","±766","34.6%","±6.5","47,536","±1,000","11,659","±1,362","24.5%","±2.9","18,722","±683","4,006","±881","21.4%","±4.6","16,981","±285","4,841","±948","28.5%","±5.5","21,244","±626","5,983","±1,070","28.2%","±4.8","54,266","±974","11,782","±1,694","21.7%","±3.0","50,664","±863","12,347","±1,624","24.4%","±3.1","17,542","±577","3,477","±773","19.8%","±4.3","41,519","±601","6,836","±1,232","16.5%","±2.9","52,782,417","±26,301","11,267,520","±60,416","21.3%","±0.1"
"                Population 65 to 74 years","19,828","±407","2,348","±803","11.8%","±4.0","21,983","±792","3,546","±974","16.1%","±4.2","31,471","±772","3,075","±1,156","9.8%","±3.7","20,019","±642","3,036","±799","15.2%","±4.1","42,852","±442","6,276","±1,226","14.6%","±2.9","7,630","±406","1,619","±801","21.2%","±10.9","15,204","±810","2,732","±1,011","18.0%","±6.5","14,490","±304","1,542","±581","10.6%","±4.0","49,711","±773","7,579","±1,098","15.2%","±2.2","8,004","±729","1,445","±653","18.1%","±7.9","57,648","±865","7,556","±1,460","13.1%","±2.5","7,950","±542","1,328","±656","16.7%","±8.0","11,965","±561","1,361","±638","11.4%","±5.3","6,849","±454","1,872","±550","27.3%","±7.9","29,167","±787","5,361","±990","18.4%","±3.5","11,432","±637","1,754","±601","15.3%","±5.4","10,225","±201","1,879","±618","18.4%","±6.0","12,149","±680","2,468","±799","20.3%","±6.1","33,870","±752","5,456","±1,111","16.1%","±3.2","30,977","±648","6,090","±1,163","19.7%","±3.7","10,718","±488","983","±459","9.2%","±4.3","26,215","±385","3,395","±996","13.0%","±3.8","31,216,223","±24,889","4,610,453","±40,868","14.8%","±0.1"
"                Population 75 years and over","12,825","±602","3,958","±1,004","30.9%","±7.7","14,432","±741","5,047","±1,115","35.0%","±8.1","21,934","±527","4,698","±1,335","21.4%","±6.1","11,391","±381","3,161","±780","27.7%","±6.8","25,523","±396","7,293","±1,103","28.6%","±4.3","4,972","±409","1,532","±471","30.8%","±10.1","8,417","±1,020","2,302","±977","27.3%","±10.0","8,841","±242","2,511","±668","28.4%","±7.5","33,153","±679","9,408","±1,285","28.4%","±3.8","5,752","±729","2,624","±832","45.6%","±12.4","30,332","±866","7,979","±1,203","26.3%","±4.0","4,260","±591","1,545","±469","36.3%","±10.0","8,531","±544","1,908","±912","22.4%","±10.2","4,849","±511","2,176","±597","44.9%","±10.0","18,369","±832","6,298","±1,020","34.3%","±5.4","7,290","±336","2,252","±677","30.9%","±8.6","6,756","±173","2,962","±826","43.8%","±12.1","9,095","±527","3,515","±822","38.6%","±8.4","20,396","±904","6,326","±1,144","31.0%","±5.5","19,687","±501","6,257","±1,213","31.8%","±5.9","6,824","±294","2,494","±662","36.5%","±9.0","15,304","±365","3,441","±764","22.5%","±4.9","21,566,194","±17,007","6,657,067","±39,845","30.9%","±0.2"
"        With a self-care difficulty","(X)","(X)","5,844","±1,667","3.7%","±1.1","(X)","(X)","5,724","±1,172","3.0%","±0.6","(X)","(X)","3,893","±1,144","2.2%","±0.6","(X)","(X)","4,784","±1,116","2.3%","±0.5","(X)","(X)","9,306","±2,021","2.5%","±0.5","(X)","(X)","1,716","±1,004","2.8%","±1.6","(X)","(X)","3,278","±1,077","2.2%","±0.7","(X)","(X)","2,395","±808","1.9%","±0.6","(X)","(X)","11,235","±1,706","2.3%","±0.3","(X)","(X)","2,061","±728","3.2%","±1.1","(X)","(X)","11,913","±1,716","3.5%","±0.5","(X)","(X)","1,518","±535","2.4%","±0.9","(X)","(X)","3,255","±1,411","3.6%","±1.6","(X)","(X)","3,394","±834","5.4%","±1.3","(X)","(X)","8,512","±1,552","3.0%","±0.6","(X)","(X)","2,677","±978","3.5%","±1.3","(X)","(X)","2,456","±754","3.0%","±0.9","(X)","(X)","3,382","±917","2.8%","±0.8","(X)","(X)","9,176","±1,693","2.5%","±0.5","(X)","(X)","9,463","±1,692","3.2%","±0.6","(X)","(X)","3,123","±869","3.3%","±0.9","(X)","(X)","4,346","±1,033","1.7%","±0.4","(X)","(X)","8,004,156","±51,486","2.6%","±0.1"
"            Population under 18 years","27,278","±653","57","±107","0.2%","±0.4","34,392","±442","328","±333","1.0%","±1.0","25,606","±834","218","±229","0.9%","±0.9","40,092","±943","283","±269","0.7%","±0.7","56,937","±408","174","±200","0.3%","±0.4","10,792","±41","124","±198","1.1%","±1.8","29,638","±252","76","±132","0.3%","±0.4","23,685","±755","166","±212","0.7%","±0.9","87,876","±358","910","±524","1.0%","±0.6","11,244","±732","87","±137","0.8%","±1.2","47,149","±594","547","±376","1.2%","±0.8","11,503","±8","0","±218","0.0%","±1.7","15,230","±274","138","±243","0.9%","±1.6","10,769","±532","0","±218","0.0%","±1.8","52,529","±665","169","±131","0.3%","±0.2","12,759","±463","366","±418","2.9%","±3.3","14,768","±615","0","±218","0.0%","±1.3","16,577","±568","172","±221","1.0%","±1.3","63,781","±1,141","200","±208","0.3%","±0.3","53,832","±147","193","±163","0.4%","±0.3","18,324","±381","242","±252","1.3%","±1.4","50,730","±371","418","±299","0.8%","±0.6","53,433,593","±32,613","557,499","±15,739","1.0%","±0.1"
"            Population 18 to 64 years","99,004","±1,216","2,821","±1,148","2.8%","±1.2","119,246","±809","2,515","±806","2.1%","±0.7","98,365","±1,746","1,778","±849","1.8%","±0.9","135,877","±1,720","3,136","±895","2.3%","±0.7","253,192","±2,082","3,197","±1,745","1.3%","±0.7","38,661","±330","461","±468","1.2%","±1.2","97,440","±1,103","1,461","±746","1.5%","±0.8","80,962","±815","681","±405","0.8%","±0.5","316,371","±1,298","5,561","±1,301","1.8%","±0.4","40,059","±1,242","596","±383","1.5%","±0.9","201,921","±1,233","5,180","±1,388","2.6%","±0.7","38,342","±346","396","±284","1.0%","±0.7","54,465","±719","1,347","±1,086","2.5%","±2.0","39,991","±449","1,792","±684","4.5%","±1.7","179,881","±1,046","4,326","±1,291","2.4%","±0.7","43,950","±788","1,137","±682","2.6%","±1.6","49,118","±895","994","±456","2.0%","±0.9","81,311","±597","805","±348","1.0%","±0.4","248,607","±2,802","4,739","±1,393","1.9%","±0.6","191,413","±1,447","4,444","±1,267","2.3%","±0.7","58,471","±1,292","1,720","±757","2.9%","±1.3","170,324","±1,133","1,365","±585","0.8%","±0.3","197,503,214","±33,702","3,463,855","±30,537","1.8%","±0.1"
"                Population 18 to 34 years","35,828","±1,715","592","±605","1.7%","±1.7","41,665","±888","323","±290","0.8%","±0.7","34,770","±1,914","518","±472","1.5%","±1.4","50,143","±1,621","287","±284","0.6%","±0.6","98,807","±1,484","104","±132","0.1%","±0.1","14,390","±978","12","±25","0.1%","±0.2","33,854","±1,357","0","±218","0.0%","±0.6","29,891","±614","46","±84","0.2%","±0.3","117,461","±801","938","±611","0.8%","±0.5","15,334","±1,251","212","±294","1.4%","±1.9","64,459","±1,520","348","±464","0.5%","±0.7","12,162","±508","0","±218","0.0%","±1.6","16,970","±812","0","±218","0.0%","±1.2","14,166","±1,035","37","±64","0.3%","±0.4","61,799","±1,082","1,108","±587","1.8%","±1.0","14,697","±996","39","±67","0.3%","±0.5","18,368","±361","65","±89","0.4%","±0.5","38,368","±784","215","±165","0.6%","±0.4","107,177","±2,143","828","±651","0.8%","±0.6","71,317","±672","546","±441","0.8%","±0.6","21,215","±1,219","172","±191","0.8%","±0.9","57,217","±998","441","±375","0.8%","±0.7","74,020,428","±40,229","635,785","±13,720","0.9%","±0.1"
"                Population 35 to 64 years","63,176","±1,358","2,229","±894","3.5%","±1.4","77,581","±748","2,192","±742","2.8%","±1.0","63,595","±1,815","1,260","±741","2.0%","±1.2","85,734","±1,283","2,849","±895","3.3%","±1.0","154,385","±1,539","3,093","±1,738","2.0%","±1.1","24,271","±1,069","449","±466","1.8%","±1.9","63,586","±1,109","1,461","±746","2.3%","±1.2","51,071","±524","635","±386","1.2%","±0.8","198,910","±1,034","4,623","±1,282","2.3%","±0.6","24,725","±1,199","384","±244","1.6%","±1.0","137,462","±1,501","4,832","±1,233","3.5%","±0.9","26,180","±663","396","±284","1.5%","±1.1","37,495","±894","1,347","±1,086","3.6%","±2.9","25,825","±1,103","1,755","±682","6.8%","±2.7","118,082","±1,194","3,218","±1,053","2.7%","±0.9","29,253","±1,151","1,098","±670","3.8%","±2.3","30,750","±646","929","±445","3.0%","±1.4","42,943","±904","590","±322","1.4%","±0.7","141,430","±2,024","3,911","±1,193","2.8%","±0.8","120,096","±1,380","3,898","±1,054","3.2%","±0.9","37,256","±1,133","1,548","±731","4.2%","±2.0","113,107","±878","924","±458","0.8%","±0.4","123,482,786","±47,507","2,828,070","±26,280","2.3%","±0.1"
"            Population 65 years and over","32,653","±576","2,966","±938","9.1%","±2.9","36,415","±808","2,881","±862","7.9%","±2.4","53,405","±711","1,897","±704","3.6%","±1.3","31,410","±761","1,365","±542","4.3%","±1.7","68,375","±583","5,935","±1,100","8.7%","±1.6","12,602","±261","1,131","±790","9.0%","±6.3","23,621","±734","1,741","±949","7.4%","±3.9","23,331","±351","1,548","±589","6.6%","±2.5","82,864","±864","4,764","±1,041","5.7%","±1.3","13,756","±666","1,378","±590","10.0%","±4.3","87,980","±832","6,186","±1,259","7.0%","±1.4","12,210","±251","1,122","±448","9.2%","±3.7","20,496","±301","1,770","±854","8.6%","±4.2","11,698","±340","1,602","±516","13.7%","±4.4","47,536","±1,000","4,017","±1,022","8.5%","±2.1","18,722","±683","1,174","±520","6.3%","±2.7","16,981","±285","1,462","±587","8.6%","±3.4","21,244","±626","2,405","±798","11.3%","±3.7","54,266","±974","4,237","±1,295","7.8%","±2.4","50,664","±863","4,826","±985","9.5%","±1.9","17,542","±577","1,161","±504","6.6%","±2.9","41,519","±601","2,563","±868","6.2%","±2.1","52,782,417","±26,301","3,982,802","±36,527","7.5%","±0.1"
"                Population 65 to 74 years","19,828","±407","630","±393","3.2%","±2.0","21,983","±792","984","±470","4.5%","±2.1","31,471","±772","0","±218","0.0%","±0.6","20,019","±642","564","±322","2.8%","±1.6","42,852","±442","2,283","±842","5.3%","±2.0","7,630","±406","580","±720","7.6%","±9.6","15,204","±810","207","±253","1.4%","±1.7","14,490","±304","417","±234","2.9%","±1.6","49,711","±773","1,643","±546","3.3%","±1.1","8,004","±729","651","±452","8.1%","±5.5","57,648","±865","2,627","±928","4.6%","±1.6","7,950","±542","286","±217","3.6%","±2.7","11,965","±561","456","±351","3.8%","±2.9","6,849","±454","1,096","±443","16.0%","±6.3","29,167","±787","1,650","±764","5.7%","±2.6","11,432","±637","404","±331","3.5%","±2.9","10,225","±201","580","±362","5.7%","±3.5","12,149","±680","752","±450","6.2%","±3.7","33,870","±752","1,714","±753","5.1%","±2.2","30,977","±648","1,758","±686","5.7%","±2.2","10,718","±488","356","±299","3.3%","±2.8","26,215","±385","790","±407","3.0%","±1.6","31,216,223","±24,889","1,306,331","±18,273","4.2%","±0.1"
"                Population 75 years and over","12,825","±602","2,336","±908","18.2%","±7.2","14,432","±741","1,897","±678","13.1%","±4.7","21,934","±527","1,897","±704","8.6%","±3.2","11,391","±381","801","±413","7.0%","±3.6","25,523","±396","3,652","±820","14.3%","±3.2","4,972","±409","551","±311","11.1%","±6.3","8,417","±1,020","1,534","±864","18.2%","±9.2","8,841","±242","1,131","±538","12.8%","±6.1","33,153","±679","3,121","±873","9.4%","±2.6","5,752","±729","727","±429","12.6%","±7.2","30,332","±866","3,559","±962","11.7%","±3.2","4,260","±591","836","±400","19.6%","±9.0","8,531","±544","1,314","±805","15.4%","±9.1","4,849","±511","506","±336","10.4%","±6.7","18,369","±832","2,367","±774","12.9%","±4.2","7,290","±336","770","±435","10.6%","±5.7","6,756","±173","882","±424","13.1%","±6.2","9,095","±527","1,653","±703","18.2%","±7.3","20,396","±904","2,523","±849","12.4%","±4.2","19,687","±501","3,068","±816","15.6%","±4.1","6,824","±294","805","±419","11.8%","±6.1","15,304","±365","1,773","±691","11.6%","±4.6","21,566,194","±17,007","2,676,471","±30,950","12.4%","±0.1"
